part_id,date,description,category,subcategory,microarea,demand,profile,history_months,history_before_current,previous_demand,baseline_median,baseline_q1,baseline_q3,baseline_iqr,upper_bound,outlier_method,is_quantity_outlier,anomaly_score,is_anomaly,anomaly_type,is_reactivation,unusual_gap,months_since_previous_demand,previous_yearly_demand,yearly_ratio,passes_yearly_validation
MED-0002,2024-10-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,33,0,7,5,7.5,2.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,3.0223390275952693,19,0.6842105263157895,f
MED-0002,2024-11-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,34,0,7,5,7.5,2.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,4.040735873850197,19,0.6842105263157895,f
MED-0002,2024-12-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,EAST,3,INTERMITTENT,48,35,0,5,4,6,2,15,MEDIAN_RELAXED_INTERMITTENT,f,0.2,f,NORMAL,f,f,5.026281208935611,19,0.6842105263157895,f
MED-0002,2025-01-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,SOUTH,0,INTERMITTENT,48,36,3,3,3,5,2,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,13,1.1538461538461535,f
MED-0002,2025-02-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,2,INTERMITTENT,48,37,0,3,3,5,2,9,MEDIAN_RELAXED_INTERMITTENT,f,0.2222222222222222,f,NORMAL,f,f,2.0367936925098555,13,1.1538461538461535,f
MED-0002,2025-03-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,38,2,3,2.75,4,1.25,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,0.9198423127463864,13,1.1538461538461535,f
MED-0002,2025-04-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,39,0,3,2.75,4,1.25,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.938239159001314,13,1.1538461538461535,f
MED-0002,2025-05-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,40,0,3,2.75,4,1.25,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,2.923784494086728,13,1.1538461538461535,f
MED-0002,2025-06-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,SOUTH,4,INTERMITTENT,48,41,0,3,2.5,3,0.5,9,MEDIAN_RELAXED_INTERMITTENT,f,0.4444444444444444,f,NORMAL,f,f,3.942181340341655,13,1.1538461538461535,f
MED-0002,2025-07-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,42,4,3,2.75,3.25,0.5,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,0.985545335085414,13,1.1538461538461535,f
MED-0002,2025-08-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,WEST,2,INTERMITTENT,48,43,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0.2222222222222222,f,NORMAL,f,f,2.0039421813403417,13,1.1538461538461535,f
MED-0002,2025-09-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,44,2,2.5,2,3.25,1.25,7.5,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,13,1.1538461538461535,f
MED-0002,2025-10-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,SOUTH,3,INTERMITTENT,48,45,0,2.5,2,3.25,1.25,7.5,MEDIAN_RELAXED_INTERMITTENT,f,0.4,f,NORMAL,f,f,2.0039421813403417,13,1.1538461538461535,f
MED-0002,2025-11-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,4,INTERMITTENT,48,46,3,3,2,3,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0.4444444444444444,f,NORMAL,f,f,1.0183968462549278,13,1.1538461538461535,f
MED-0002,2025-12-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,47,4,3,2.25,3.75,1.5,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,0.985545335085414,13,1.1538461538461535,f
MED-0003,2023-07-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,0,,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,,,,t
MED-0003,2023-08-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,1,0,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,,,,t
MED-0003,2023-09-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,2,0,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,,,,t
MED-0003,2023-10-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,10,INTERMITTENT,30,3,0,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,,,,t
MED-0003,2023-11-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,22,INTERMITTENT,30,4,10,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,,,t
MED-0003,2023-12-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,5,22,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,0.985545335085414,,,t
MED-0003,2024-01-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,CENTRAL,0,INTERMITTENT,30,6,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,2.0039421813403417,32,0,t
MED-0003,2024-02-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,7,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,3.0223390275952693,32,0,t
MED-0003,2024-03-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,8,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,3.9750328515111697,32,0,t
MED-0003,2024-04-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,CENTRAL,0,INTERMITTENT,30,9,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,4.993429697766097,32,0,t
MED-0003,2024-05-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,CENTRAL,0,INTERMITTENT,30,10,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,5.978975032851511,32,0,t
MED-0003,2024-06-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,11,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,6.9973718791064385,32,0,t
MED-0003,2024-07-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,12,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,7.982917214191852,32,0,t
MED-0003,2024-08-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,13,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,t,9.00131406044678,32,0,t
MED-0003,2024-09-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,14,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,t,10.019710906701707,32,0,t
MED-0003,2024-10-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,EAST,0,INTERMITTENT,30,15,0,16,13,19,6,40,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,t,11.00525624178712,32,0,t
MED-0003,2024-11-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,16,0,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,t,12.02365308804205,32,0,t
MED-0003,2024-12-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,17,0,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,t,13.009198423127463,32,0,t
MED-0003,2025-01-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,14,INTERMITTENT,30,18,0,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,t,t,14.027595269382392,0,,f
MED-0003,2025-02-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,EAST,0,INTERMITTENT,30,19,14,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,0,,f
MED-0003,2025-03-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,10,INTERMITTENT,30,20,0,,,,,,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,1.938239159001314,0,,f
MED-0003,2025-04-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,21,10,12,11,13,2,30,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,0,,f
MED-0003,2025-05-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,INTERMITTENT,30,22,0,12,11,13,2,30,MEDIAN_STRICT_INTERMITTENT,f,0,f,NORMAL,f,f,2.0039421813403417,0,,f
