part_id,category,subcategory,first_observed_month,last_observed_month,months_observed,total_demand,avg_demand,median_demand,demand_std,max_demand,positive_months,zero_months,adi,cv2,seasonality_strength,zero_demand_share,positive_demand_share,cv,profile
MED-0036,IMAGING,DETECTOR COMPONENTS,2024-01-01,2025-12-01,24,67,2.7916666666666665,0.0,5.69499526026956,18,5,19,4.8,0.04900868790376476,3.2238805970149254,0.7916666666666666,0.20833333333333334,2.039998302186111,INTERMITTENT
MED-0037,IMAGING,COOLING COMPONENTS,2023-07-01,2025-12-01,30,158,5.266666666666667,0.0,20.594497647025367,111,4,26,7.5,1.4721999679538538,7.025316455696203,0.8666666666666667,0.13333333333333333,3.9103476544984876,LUMPY
MED-0038,IMAGING,DETECTOR COMPONENTS,2023-01-01,2025-12-01,36,28,0.7777777777777778,0.0,2.379809249392073,9,4,32,9.0,0.163265306122449,3.857142857142857,0.8888888888888888,0.1111111111111111,3.0597547492183796,INTERMITTENT
MED-0039,IMAGING,POWER COMPONENTS,2023-01-01,2025-12-01,36,164,4.555555555555555,4.0,2.2859126898017834,10,35,1,1.0285714285714285,0.21639998950204714,1.0975609756097562,0.027777777777777776,0.9722222222222222,0.5017857123955135,STABLE
MED-0040,IMAGING,CONTROL MODULES,2022-01-01,2025-12-01,48,8,0.16666666666666666,0.0,0.9070253775176264,6,2,46,24.0,0.5000000000000001,9.0,0.9583333333333334,0.041666666666666664,5.442152265105759,LUMPY
MED-0041,IMAGING,COOLING COMPONENTS,2023-07-01,2025-12-01,30,26,0.8666666666666667,0.0,1.9428619723691545,7,7,23,4.285714285714286,0.42800788954635094,4.038461538461538,0.7666666666666667,0.23333333333333334,2.241763814272101,INTERMITTENT
MED-0042,IMAGING,COOLING COMPONENTS,2024-01-01,2025-12-01,24,73,3.0416666666666665,0.0,11.800807513514256,56,2,22,12.0,0.5708388065303058,9.205479452054796,0.9166666666666666,0.08333333333333333,3.8797175386896186,LUMPY
MED-0043,IMAGING,TRANSDUCERS,2023-07-01,2025-12-01,30,53,1.7666666666666666,0.0,4.223769629733311,15,6,24,5.0,0.3661089355642576,4.150943396226415,0.8,0.2,2.3908129979622514,INTERMITTENT
MED-0044,IMAGING,MOTORS,2023-01-01,2025-12-01,36,110,3.0555555555555554,3.0,1.7879668332565335,7,35,1,1.0285714285714285,0.3045697617890131,1.2000000000000002,0.027777777777777776,0.9722222222222222,0.5851527817930474,STABLE
MED-0045,IMAGING,TRANSDUCERS,2023-01-01,2025-12-01,36,38,1.0555555555555556,0.0,2.9369025903827364,16,9,27,4.0,1.2730263157894741,5.052631578947368,0.75,0.25,2.7823287698362766,LUMPY
MED-0046,IMAGING,POWER COMPONENTS,2023-01-01,2025-12-01,36,50,1.3888888888888888,0.0,2.7179590849204454,9,9,27,4.0,0.2034,2.88,0.75,0.25,1.9569305411427207,INTERMITTENT
MED-0047,IMAGING,POWER COMPONENTS,2022-01-01,2025-12-01,48,117,2.4375,2.0,2.2588478516759993,10,40,8,1.2,0.5477727765696208,1.7435897435897436,0.16666666666666666,0.8333333333333334,0.9267068109439998,STABLE
MED-0048,IMAGING,DETECTOR COMPONENTS,2022-01-01,2025-12-01,48,224,4.666666666666667,0.0,15.794334202738694,97,9,39,5.333333333333333,1.4518544722576534,7.821428571428571,0.8125,0.1875,3.384500186301149,LUMPY
MED-0049,IMAGING,USER INTERFACE,2024-01-01,2025-12-01,24,89,3.7083333333333335,3.0,2.789408019894055,11,21,3,1.1428571428571428,0.36692336826158317,1.7528089887640448,0.125,0.875,0.7521999154770486,STABLE
MED-0050,IMAGING,DETECTOR COMPONENTS,2024-01-01,2025-12-01,24,22,0.9166666666666666,0.0,3.4378540660868873,16,2,22,12.0,0.41322314049586784,8.727272727272728,0.9166666666666666,0.08333333333333333,3.750386253912968,LUMPY
MED-0051,IMAGING,CABLES,2022-01-01,2025-12-01,48,147,3.0625,3.0,1.5075166277619374,7,47,1,1.0212765957446808,0.2160834756854531,0.6530612244897959,0.020833333333333332,0.9791666666666666,0.4922503274324694,STABLE
MED-0052,IMAGING,DETECTOR COMPONENTS,2022-01-01,2025-12-01,48,130,2.7083333333333335,0.0,5.96428495592397,28,10,38,4.8,0.21959237343852725,3.7846153846153845,0.7916666666666666,0.20833333333333334,2.202197522187312,INTERMITTENT
MED-0053,IMAGING,CONTROL MODULES,2023-01-01,2025-12-01,36,174,4.833333333333333,4.5,4.58257569495584,28,34,2,1.0588235294117647,0.7931795161283864,2.0000000000000004,0.05555555555555555,0.9444444444444444,0.9481191093012084,STABLE
MED-0054,IMAGING,DETECTOR COMPONENTS,2024-07-01,2025-12-01,18,34,1.8888888888888888,0.0,3.90909781812044,12,4,14,4.5,0.16147635524798154,4.235294117647059,0.7777777777777778,0.2222222222222222,2.0695223742990563,INTERMITTENT
MED-0055,IMAGING,COOLING COMPONENTS,2022-01-01,2025-12-01,48,158,3.2916666666666665,0.0,9.50242596870821,49,8,40,6.0,0.6019181907661317,3.7215189873417724,0.8333333333333334,0.16666666666666666,2.88681295251895,INTERMITTENT
MED-0056,IMAGING,CABLES,2022-01-01,2025-12-01,48,71,1.4791666666666667,0.0,2.306231921069272,8,16,32,3.0,0.1352112676056338,2.5352112676056335,0.6666666666666666,0.3333333333333333,1.5591427072017612,STABLE
MED-0057,IMAGING,POWER COMPONENTS,2022-01-01,2025-12-01,48,40,0.8333333333333334,0.0,2.9051189841479363,14,4,44,12.0,0.1,9.9,0.9166666666666666,0.08333333333333333,3.4861427809775236,LUMPY
MED-0058,IMAGING,TRANSDUCERS,2023-07-01,2025-12-01,30,78,2.6,0.0,5.599261034987656,20,6,24,5.0,0.11597633136094673,2.8846153846153846,0.8,0.2,2.1535619365337135,INTERMITTENT
MED-0059,IMAGING,MOTORS,2022-07-01,2025-12-01,42,240,5.714285714285714,5.0,3.006381134542393,16,42,0,1.0,0.2767987804878049,0.8166666666666665,0.0,1.0,0.5261166985449187,STABLE
MED-0060,IMAGING,CONTROL MODULES,2024-07-01,2025-12-01,18,65,3.611111111111111,3.0,2.1182370274771336,7,17,1,1.0588235294117647,0.2670710059171597,1.6615384615384614,0.05555555555555555,0.9444444444444444,0.58658871530136,STABLE
MED-0061,IMAGING,USER INTERFACE,2022-01-01,2025-12-01,48,300,6.25,5.0,5.31757423499483,30,45,3,1.0666666666666667,0.615681818181818,1.32,0.0625,0.9375,0.8508118775991729,STABLE
MED-0062,IMAGING,MOTORS,2022-07-01,2025-12-01,42,163,3.880952380952381,4.0,3.0379901969396657,13,36,6,1.1666666666666667,0.38043477091992267,1.4171779141104295,0.14285714285714285,0.8571428571428571,0.7827950200703433,STABLE
MED-0063,IMAGING,CONTROL MODULES,2022-01-01,2025-12-01,48,195,4.0625,3.0,3.00642043463439,13,46,2,1.0434782608695652,0.4827362115567245,1.2923076923076924,0.041666666666666664,0.9583333333333334,0.7400419531407729,STABLE
MED-0064,IMAGING,POWER COMPONENTS,2023-07-01,2025-12-01,30,21,0.7,0.0,2.818045299555142,14,2,28,15.0,0.2222222222222222,6.666666666666668,0.9333333333333333,0.06666666666666667,4.025778999364489,LUMPY
MED-0065,IMAGING,MOTORS,2022-01-01,2025-12-01,48,49,1.0208333333333333,0.0,2.0883627235823345,8,11,37,4.363636363636363,0.18508954602249067,2.4489795918367347,0.7708333333333334,0.22916666666666666,2.045743076162287,INTERMITTENT
MED-0066,IMAGING,TRANSDUCERS,2022-01-01,2025-12-01,48,103,2.1458333333333335,0.0,4.672188349331735,17,10,38,4.8,0.1949078874331019,3.145631067961165,0.7916666666666666,0.20833333333333334,2.177330492892459,INTERMITTENT
MED-0067,IMAGING,POWER COMPONENTS,2024-07-01,2025-12-01,18,55,3.0555555555555554,2.0,2.4125218005042974,8,17,1,1.0588235294117647,0.531776859504132,2.4545454545454546,0.05555555555555555,0.9444444444444444,0.789552589255952,STABLE
MED-0068,IMAGING,USER INTERFACE,2022-07-01,2025-12-01,42,198,4.714285714285714,4.0,3.094335613986637,18,41,1,1.024390243902439,0.39641490664217954,1.5555555555555556,0.023809523809523808,0.9761904761904762,0.6563742211486806,STABLE
MED-0069,IMAGING,COOLING COMPONENTS,2022-01-01,2025-12-01,48,55,1.1458333333333333,0.0,2.031555146201239,8,16,32,3.0,0.3832947658402203,2.8363636363636364,0.6666666666666666,0.3333333333333333,1.7729935821392633,STABLE
MED-0070,IMAGING,USER INTERFACE,2022-01-01,2025-12-01,48,77,1.6041666666666667,0.0,4.108836266023862,14,7,41,6.857142857142857,0.09641873278236912,2.9610389610389607,0.8541666666666666,0.14583333333333334,2.561352477521368,INTERMITTENT
MED-0071,IMAGING,DETECTOR COMPONENTS,2023-07-01,2025-12-01,30,23,0.7666666666666667,0.0,2.0625283000496615,8,4,26,7.5,0.08821676118462508,3.478260869565217,0.8666666666666667,0.13333333333333333,2.6902543044126017,INTERMITTENT
MED-0072,IMAGING,COOLING COMPONENTS,2023-07-01,2025-12-01,30,26,0.8666666666666667,0.0,1.9070347687431926,7,6,24,5.0,0.16331360946745566,2.8846153846153846,0.8,0.2,2.2004247331652222,INTERMITTENT
MED-0073,IMAGING,TRANSDUCERS,2022-01-01,2025-12-01,48,54,1.125,0.0,2.9937878945320775,12,7,41,6.857142857142857,0.18324188385916781,4.444444444444445,0.8541666666666666,0.14583333333333334,2.6611447951396245,INTERMITTENT
MED-0074,IMAGING,USER INTERFACE,2022-01-01,2025-12-01,48,114,2.375,0.0,6.632046633822133,40,10,38,4.8,0.8877945350706201,4.2105263157894735,0.7916666666666666,0.20833333333333334,2.792440687925109,INTERMITTENT
MED-0075,IMAGING,DETECTOR COMPONENTS,2022-01-01,2025-12-01,48,123,2.5625,0.0,5.136048029536146,18,11,37,4.363636363636363,0.14367109524753782,2.731707317073171,0.7708333333333334,0.22916666666666666,2.004311426160447,INTERMITTENT
MED-0076,IMAGING,POWER COMPONENTS,2024-01-01,2025-12-01,24,82,3.4166666666666665,3.0,1.9318084941243565,6,23,1,1.0434782608695652,0.2633848899464605,1.1707317073170733,0.041666666666666664,0.9583333333333334,0.565407364133958,STABLE
MED-0077,IMAGING,POWER COMPONENTS,2022-01-01,2025-12-01,48,97,2.0208333333333335,2.0,1.5776306410932541,6,41,7,1.170731707317073,0.3730045700924648,0.9896907216494845,0.14583333333333334,0.8541666666666666,0.7806832038399607,STABLE
MED-0078,IMAGING,CABLES,2022-01-01,2025-12-01,48,60,1.25,0.0,2.07825622486021,6,14,34,3.4285714285714284,0.08735042735042733,2.2,0.7083333333333334,0.2916666666666667,1.6626049798881681,STABLE
MED-0079,IMAGING,COOLING COMPONENTS,2023-07-01,2025-12-01,30,34,1.1333333333333333,0.0,2.4173700918393815,8,7,23,4.285714285714286,0.30276816608996543,4.852941176470589,0.7666666666666667,0.23333333333333334,2.132973610446513,INTERMITTENT
MED-0080,IMAGING,COOLING COMPONENTS,2022-01-01,2025-12-01,48,53,1.1041666666666667,0.0,2.9263264556133675,17,11,37,4.363636363636363,0.8857956568173725,3.8490566037735845,0.7708333333333334,0.22916666666666666,2.6502579220649363,INTERMITTENT
MED-0081,IMAGING,CONTROL MODULES,2023-01-01,2025-12-01,36,170,4.722222222222222,5.0,2.05093861593886,11,35,1,1.0285714285714285,0.15494606146957055,0.7058823529411765,0.027777777777777776,0.9722222222222222,0.4343164127870527,STABLE
MED-0082,IMAGING,MOTORS,2023-01-01,2025-12-01,36,59,1.6388888888888888,0.0,3.339399242616447,17,12,24,3.0,0.7405395523752317,3.457627118644068,0.6666666666666666,0.3333333333333333,2.0375995378676626,STABLE
MED-0083,IMAGING,DETECTOR COMPONENTS,2022-01-01,2025-12-01,48,95,1.9791666666666667,0.0,5.021187379000654,26,9,39,5.333333333333333,0.4153462603878115,3.2842105263157895,0.8125,0.1875,2.5370209914950674,INTERMITTENT
MED-0084,IMAGING,TRANSDUCERS,2022-01-01,2025-12-01,48,96,2.0,0.0,4.617266392159999,20,9,39,5.333333333333333,0.18676757812500008,2.625,0.8125,0.1875,2.3086331960799993,INTERMITTENT
MED-0085,IMAGING,CONTROL MODULES,2022-01-01,2025-12-01,48,62,1.2916666666666667,0.0,3.280881649368523,15,8,40,6.0,0.2509290917199346,2.9032258064516125,0.8333333333333334,0.16666666666666666,2.5400374059627273,INTERMITTENT
MED-0086,IMAGING,CONTROL MODULES,2023-07-01,2025-12-01,30,67,2.2333333333333334,2.0,1.304721752165845,6,30,0,1.0,0.3412940444458101,0.8208955223880597,0.0,1.0,0.5842037696264978,STABLE
MED-0087,IMAGING,CONTROL MODULES,2023-01-01,2025-12-01,36,96,2.6666666666666665,0.0,7.4565407529228995,35,5,31,7.2,0.24332682291666666,4.375,0.8611111111111112,0.1388888888888889,2.7962027823460875,INTERMITTENT
MED-0088,IMAGING,CONTROL MODULES,2022-01-01,2025-12-01,48,136,2.8333333333333335,2.0,1.982190206358713,7,43,5,1.1162790697674418,0.3328930837040699,1.5,0.10416666666666667,0.8958333333333334,0.6995965434207222,STABLE
MED-0089,IMAGING,USER INTERFACE,2023-01-01,2025-12-01,36,117,3.25,2.0,4.33836703973149,23,32,4,1.125,1.474902146531592,2.769230769230769,0.1111111111111111,0.8888888888888888,1.3348821660712278,ERRATIC
MED-0090,IMAGING,POWER COMPONENTS,2023-01-01,2025-12-01,36,101,2.8055555555555554,3.0,1.7373122828823746,7,32,4,1.125,0.22737808753727498,1.0693069306930694,0.1111111111111111,0.8888888888888888,0.6192400216214405,STABLE
MED-0091,IMAGING,DETECTOR COMPONENTS,2022-01-01,2025-12-01,48,119,2.4791666666666665,0.0,10.353310876202393,68,6,42,8.0,1.5115034248993726,8.974789915966387,0.875,0.125,4.176125395442982,LUMPY
MED-0092,IMAGING,USER INTERFACE,2022-01-01,2025-12-01,48,264,5.5,5.0,3.3580642853704945,22,48,0,1.0,0.3727800246175487,1.0,0.0,1.0,0.6105571427946354,STABLE
MED-0093,IMAGING,COOLING COMPONENTS,2024-01-01,2025-12-01,24,107,4.458333333333333,0.0,9.445399923250731,39,6,18,4.0,0.3904271115381257,4.373831775700935,0.75,0.25,2.118594375308575,INTERMITTENT
MED-0094,IMAGING,TRANSDUCERS,2022-01-01,2025-12-01,48,141,2.9375,0.0,9.73348300914743,59,7,41,6.857142857142857,0.8325872273359826,5.0212765957446805,0.8541666666666666,0.14583333333333334,3.313526130773593,INTERMITTENT
MED-0095,IMAGING,MOTORS,2022-07-01,2025-12-01,42,54,1.2857142857142858,0.0,2.491798393419796,11,11,31,3.8181818181818183,0.24444444444444444,2.9166666666666665,0.7380952380952381,0.2619047619047619,1.9380654171042857,STABLE
MED-0096,IMAGING,USER INTERFACE,2022-01-01,2025-12-01,48,245,5.104166666666667,4.0,4.367381918574907,21,42,6,1.1428571428571428,0.5145246391239424,1.5183673469387755,0.125,0.875,0.8556503350677368,STABLE
MED-0097,IMAGING,POWER COMPONENTS,2022-07-01,2025-12-01,42,70,1.6666666666666667,0.0,5.367774970141847,30,6,36,7.0,0.7072653061224491,8.799999999999999,0.8571428571428571,0.14285714285714285,3.2206649820851077,INTERMITTENT
MED-0098,IMAGING,DETECTOR COMPONENTS,2024-07-01,2025-12-01,18,27,1.5,0.0,3.2038579685049933,11,4,14,4.5,0.23959762231367168,3.6666666666666665,0.7777777777777778,0.2222222222222222,2.135905312336662,INTERMITTENT
MED-0099,IMAGING,POWER COMPONENTS,2022-07-01,2025-12-01,42,165,3.9285714285714284,3.0,2.512338888345971,11,40,2,1.05,0.3411268865814319,1.1878787878787878,0.047619047619047616,0.9523809523809523,0.6395044443062472,STABLE
MED-0100,IMAGING,COOLING COMPONENTS,2022-01-01,2025-12-01,48,123,2.5625,0.0,6.0596546843543,23,8,40,6.0,0.09057344928849986,2.6341463414634148,0.8333333333333334,0.16666666666666666,2.3647432914553366,INTERMITTENT
MED-0101,IMAGING,POWER COMPONENTS,2024-01-01,2025-12-01,24,68,2.8333333333333335,0.0,7.772116642295668,34,4,20,6.0,0.4913494809688581,6.0,0.8333333333333334,0.16666666666666666,2.743099991398471,INTERMITTENT
MED-0102,IMAGING,CABLES,2022-07-01,2025-12-01,42,48,1.1428571428571428,0.0,2.2477243621855347,8,11,31,3.8181818181818183,0.2759548611111112,3.5,0.7380952380952381,0.2619047619047619,1.9667588169123429,STABLE
MED-0103,IMAGING,POWER COMPONENTS,2022-07-01,2025-12-01,42,86,2.0476190476190474,2.0,1.652084875755937,6,36,6,1.1666666666666667,0.4133199412810014,1.912790697674419,0.14285714285714285,0.8571428571428571,0.8068321486249925,STABLE
MED-0104,IMAGING,CONTROL MODULES,2023-01-01,2025-12-01,36,170,4.722222222222222,5.0,1.814404445558788,9,35,1,1.0285714285714285,0.11505190311418691,0.9882352941176469,0.027777777777777776,0.9722222222222222,0.3842268237653904,STABLE
MED-0105,IMAGING,CONTROL MODULES,2022-01-01,2025-12-01,48,192,4.0,3.0,4.084219761941048,26,44,4,1.0909090909090908,0.8722545219638242,2.1875,0.08333333333333333,0.9166666666666666,1.021054940485262,STABLE
MED-0106,IMAGING,MOTORS,2023-07-01,2025-12-01,30,27,0.9,0.0,1.6049492418657723,5,9,21,3.3333333333333335,0.25,2.962962962962963,0.7,0.3,1.7832769354064135,STABLE
MED-0107,IMAGING,USER INTERFACE,2023-07-01,2025-12-01,30,90,3.0,0.0,6.130759079963241,23,7,23,4.285714285714286,0.20452674897119344,3.3333333333333335,0.7666666666666667,0.23333333333333334,2.043586359987747,INTERMITTENT
MED-0108,IMAGING,CONTROL MODULES,2023-01-01,2025-12-01,36,84,2.3333333333333335,2.0,1.4735767952260146,5,32,4,1.125,0.24109428717723652,1.4285714285714286,0.1111111111111111,0.8888888888888888,0.6315329122397205,STABLE
MED-0109,IMAGING,USER INTERFACE,2022-01-01,2025-12-01,48,220,4.583333333333333,4.5,2.735373741108534,11,43,5,1.1162790697674418,0.21322314049586774,1.0363636363636364,0.10416666666666667,0.8958333333333334,0.596808816241862,STABLE
MED-0110,IMAGING,TRANSDUCERS,2022-01-01,2025-12-01,48,209,4.354166666666667,0.0,11.534388147148421,59,11,37,4.363636363636363,0.8842105263157896,3.38755980861244,0.7708333333333334,0.22916666666666666,2.6490460816417425,INTERMITTENT
MED-0111,IMAGING,POWER COMPONENTS,2022-01-01,2025-12-01,48,108,2.25,1.5,2.07825622486021,7,37,11,1.2972972972972974,0.42630220240816946,1.3333333333333333,0.22916666666666666,0.7708333333333334,0.9236694332712045,STABLE
MED-0112,IMAGING,CABLES,2022-07-01,2025-12-01,42,70,1.6666666666666667,0.0,2.7020016669369546,10,14,28,3.0,0.20307692307692307,2.5999999999999996,0.6666666666666666,0.3333333333333333,1.6212010001621726,STABLE
MED-0113,IMAGING,USER INTERFACE,2022-01-01,2025-12-01,48,173,3.6041666666666665,3.5,1.8304700400104579,8,47,1,1.0212765957446808,0.23139255658682065,0.9017341040462428,0.020833333333333332,0.9791666666666666,0.5078760804653294,STABLE
MED-0114,IMAGING,USER INTERFACE,2023-01-01,2025-12-01,36,57,1.5833333333333333,0.0,6.058641997770031,34,4,32,9.0,0.9237714168462089,9.263157894736842,0.8888888888888888,0.1111111111111111,3.826510735433704,INTERMITTENT
MED-0115,IMAGING,MOTORS,2022-07-01,2025-12-01,42,150,3.5714285714285716,3.0,3.6233851383239926,15,34,8,1.2352941176470589,0.6418101010101009,1.68,0.19047619047619047,0.8095238095238095,1.0145478387307179,STABLE
