PART_ID,DATE,EVENT_TYPE
MED-0150,2023-12-01,REACTIVATION
MED-0151,2025-12-01,REACTIVATION
MED-0152,2023-01-01,NEW_PRODUCT
MED-0152,2023-05-01,LARGE_ORDER
MED-0153,2024-05-01,LARGE_ORDER
MED-0155,2022-01-01,NEW_PRODUCT
MED-0156,2022-01-01,NEW_PRODUCT
MED-0156,2024-07-01,REACTIVATION
MED-0157,2025-12-01,REACTIVATION
MED-0158,2022-07-01,EMERGENCY_REPLACEMENT
MED-0160,2023-01-01,NEW_PRODUCT
MED-0161,2024-01-01,NEW_PRODUCT
MED-0161,2024-09-01,MAINTENANCE_EVENT
MED-0162,2022-07-01,NEW_PRODUCT
MED-0163,2022-07-01,NEW_PRODUCT
MED-0165,2023-01-01,NEW_PRODUCT
MED-0165,2024-03-01,LARGE_ORDER
MED-0165,2025-06-01,LARGE_ORDER
MED-0166,2024-06-01,LARGE_ORDER
MED-0167,2022-01-01,NEW_PRODUCT
MED-0170,2022-01-01,NEW_PRODUCT
MED-0170,2022-04-01,MAINTENANCE_EVENT
MED-0170,2023-09-01,LARGE_ORDER
MED-0170,2024-08-01,LARGE_ORDER
MED-0170,2024-10-01,LARGE_ORDER
MED-0171,2023-07-01,NEW_PRODUCT
MED-0171,2023-11-01,LARGE_ORDER
MED-0172,2025-02-01,REACTIVATION
MED-0173,2022-01-01,NEW_PRODUCT
MED-0173,2023-08-01,EMERGENCY_REPLACEMENT
MED-0174,2024-05-01,EMERGENCY_REPLACEMENT
MED-0175,2024-11-01,REACTIVATION
MED-0176,2024-07-01,NEW_PRODUCT
MED-0176,2025-07-01,LARGE_ORDER
MED-0177,2024-07-01,NEW_PRODUCT
MED-0178,2022-10-01,REACTIVATION
MED-0178,2023-05-01,REACTIVATION
MED-0179,2022-01-01,NEW_PRODUCT
MED-0180,2025-07-01,REACTIVATION
MED-0181,2022-01-01,NEW_PRODUCT
MED-0182,2025-03-01,REACTIVATION
MED-0182,2025-12-01,REACTIVATION
MED-0183,2023-07-01,REACTIVATION
MED-0183,2025-09-01,REACTIVATION
MED-0184,2024-01-01,NEW_PRODUCT
MED-0184,2025-01-01,REACTIVATION
MED-0184,2025-08-01,REACTIVATION
MED-0185,2022-01-01,NEW_PRODUCT
MED-0185,2024-07-01,REACTIVATION
MED-0186,2023-07-01,NEW_PRODUCT
MED-0188,2022-07-01,NEW_PRODUCT
MED-0189,2022-01-01,NEW_PRODUCT
MED-0191,2024-02-01,REACTIVATION
MED-0192,2023-07-01,EMERGENCY_REPLACEMENT
MED-0193,2025-02-01,REACTIVATION
MED-0194,2025-04-01,REACTIVATION
MED-0195,2022-10-01,REACTIVATION
MED-0195,2023-08-01,REACTIVATION
MED-0198,2024-12-01,REACTIVATION
MED-0199,2024-11-01,REACTIVATION
MED-0200,2023-01-01,NEW_PRODUCT
MED-0200,2023-05-01,LARGE_ORDER
MED-0200,2025-07-01,LARGE_ORDER
MED-0201,2025-03-01,REACTIVATION
MED-0203,2023-04-01,REACTIVATION
MED-0203,2023-11-01,REACTIVATION
MED-0204,2024-01-01,NEW_PRODUCT
MED-0205,2022-01-01,NEW_PRODUCT
MED-0205,2025-09-01,LARGE_ORDER
MED-0205,2025-10-01,LARGE_ORDER
MED-0206,2022-01-01,NEW_PRODUCT
MED-0206,2025-04-01,MAINTENANCE_EVENT
MED-0208,2025-07-01,REACTIVATION
MED-0210,2022-07-01,NEW_PRODUCT
MED-0210,2023-05-01,REACTIVATION
MED-0211,2022-01-01,NEW_PRODUCT
MED-0212,2023-04-01,REACTIVATION
MED-0213,2023-11-01,LARGE_ORDER
MED-0213,2024-10-01,LARGE_ORDER
MED-0214,2023-07-01,NEW_PRODUCT
MED-0214,2024-10-01,MAINTENANCE_EVENT
MED-0214,2025-03-01,LARGE_ORDER
MED-0214,2025-04-01,MAINTENANCE_EVENT
MED-0215,2022-07-01,NEW_PRODUCT
MED-0215,2022-10-01,LARGE_ORDER
MED-0218,2023-10-01,REACTIVATION
MED-0219,2022-07-01,NEW_PRODUCT
MED-0220,2022-12-01,REACTIVATION
MED-0220,2023-06-01,LARGE_ORDER
MED-0220,2025-06-01,REACTIVATION
MED-0222,2023-01-01,NEW_PRODUCT
MED-0224,2025-08-01,REACTIVATION
MED-0226,2025-07-01,REACTIVATION
MED-0228,2025-03-01,MAINTENANCE_EVENT
MED-0229,2024-12-01,REACTIVATION
MED-0230,2023-06-01,REACTIVATION
MED-0231,2024-01-01,NEW_PRODUCT
MED-0231,2024-03-01,MAINTENANCE_EVENT
MED-0231,2025-06-01,EMERGENCY_REPLACEMENT
MED-0232,2022-01-01,NEW_PRODUCT
MED-0232,2022-09-01,REACTIVATION
MED-0232,2025-03-01,LARGE_ORDER
MED-0234,2025-06-01,REACTIVATION
MED-0234,2025-11-01,EMERGENCY_REPLACEMENT
MED-0235,2022-01-01,NEW_PRODUCT
MED-0236,2024-01-01,REACTIVATION
MED-0237,2022-07-01,NEW_PRODUCT
MED-0237,2023-05-01,LARGE_ORDER
MED-0237,2025-03-01,LARGE_ORDER
MED-0238,2023-07-01,NEW_PRODUCT
MED-0239,2024-01-01,NEW_PRODUCT
MED-0239,2025-06-01,EMERGENCY_REPLACEMENT
MED-0240,2022-01-01,NEW_PRODUCT
MED-0242,2025-10-01,REACTIVATION
MED-0243,2024-11-01,REACTIVATION
MED-0243,2025-08-01,LARGE_ORDER
MED-0244,2023-07-01,NEW_PRODUCT
MED-0244,2023-09-01,MAINTENANCE_EVENT
MED-0244,2024-10-01,MAINTENANCE_EVENT
MED-0246,2023-07-01,NEW_PRODUCT
MED-0248,2023-09-01,EMERGENCY_REPLACEMENT
MED-0250,2024-09-01,REACTIVATION
MED-0251,2022-01-01,NEW_PRODUCT
MED-0251,2022-06-01,LARGE_ORDER
MED-0251,2024-06-01,LARGE_ORDER
MED-0252,2022-07-01,NEW_PRODUCT
MED-0252,2025-01-01,LARGE_ORDER
MED-0253,2023-07-01,REACTIVATION
MED-0255,2024-07-01,NEW_PRODUCT
MED-0255,2024-10-01,LARGE_ORDER
MED-0256,2024-03-01,LARGE_ORDER
MED-0257,2022-01-01,NEW_PRODUCT
MED-0257,2024-10-01,MAINTENANCE_EVENT
MED-0258,2022-01-01,NEW_PRODUCT
MED-0258,2022-05-01,MAINTENANCE_EVENT
MED-0259,2024-07-01,NEW_PRODUCT
MED-0259,2025-01-01,LARGE_ORDER
MED-0260,2022-01-01,NEW_PRODUCT
MED-0261,2023-01-01,NEW_PRODUCT
MED-0262,2022-07-01,NEW_PRODUCT
MED-0264,2024-07-01,EMERGENCY_REPLACEMENT
MED-0265,2025-06-01,REACTIVATION
MED-0267,2022-01-01,NEW_PRODUCT
MED-0268,2022-07-01,NEW_PRODUCT
MED-0270,2022-01-01,NEW_PRODUCT
MED-0270,2025-06-01,LARGE_ORDER
MED-0270,2025-10-01,MAINTENANCE_EVENT
MED-0272,2024-01-01,NEW_PRODUCT
MED-0273,2022-01-01,NEW_PRODUCT
MED-0273,2024-05-01,REACTIVATION
MED-0274,2023-12-01,REACTIVATION
MED-0275,2023-01-01,NEW_PRODUCT
MED-0275,2024-10-01,MAINTENANCE_EVENT
MED-0276,2024-05-01,REACTIVATION
MED-0277,2024-03-01,REACTIVATION
MED-0279,2023-07-01,NEW_PRODUCT
MED-0279,2024-05-01,MAINTENANCE_EVENT
MED-0281,2023-01-01,NEW_PRODUCT
MED-0281,2024-03-01,MAINTENANCE_EVENT
MED-0281,2025-10-01,MAINTENANCE_EVENT
MED-0283,2025-06-01,REACTIVATION
MED-0284,2025-01-01,REACTIVATION
MED-0285,2022-01-01,NEW_PRODUCT
MED-0286,2022-01-01,NEW_PRODUCT
MED-0286,2022-04-01,LARGE_ORDER
MED-0286,2024-03-01,MAINTENANCE_EVENT
MED-0287,2024-01-01,NEW_PRODUCT
MED-0288,2022-07-01,EMERGENCY_REPLACEMENT
MED-0288,2022-08-01,REACTIVATION
MED-0288,2023-04-01,REACTIVATION
MED-0289,2023-07-01,NEW_PRODUCT
MED-0289,2024-09-01,MAINTENANCE_EVENT
MED-0290,2022-07-01,NEW_PRODUCT
MED-0290,2023-09-01,LARGE_ORDER
MED-0291,2022-01-01,NEW_PRODUCT
MED-0291,2024-05-01,MAINTENANCE_EVENT
MED-0292,2024-07-01,REACTIVATION
MED-0294,2022-01-01,NEW_PRODUCT
MED-0295,2023-04-01,REACTIVATION
MED-0295,2025-03-01,REACTIVATION
MED-0296,2022-02-01,EMERGENCY_REPLACEMENT
MED-0296,2022-07-01,LARGE_ORDER
MED-0296,2023-07-01,REACTIVATION
MED-0296,2025-11-01,REACTIVATION
MED-0297,2025-11-01,LARGE_ORDER
MED-0298,2024-07-01,EMERGENCY_REPLACEMENT
MED-0298,2024-10-01,REACTIVATION
MED-0298,2025-11-01,REACTIVATION
MED-0299,2025-02-01,REACTIVATION
MED-0300,2023-04-01,REACTIVATION
MED-0300,2024-02-01,REACTIVATION
MED-0301,2022-01-01,NEW_PRODUCT
MED-0301,2022-05-01,EMERGENCY_REPLACEMENT
MED-0302,2022-07-01,NEW_PRODUCT
MED-0302,2023-04-01,LARGE_ORDER
MED-0303,2022-01-01,NEW_PRODUCT
MED-0304,2025-01-01,LARGE_ORDER
MED-0305,2024-07-01,NEW_PRODUCT
MED-0306,2022-07-01,NEW_PRODUCT
MED-0307,2023-01-01,NEW_PRODUCT
MED-0308,2022-07-01,NEW_PRODUCT
MED-0308,2025-09-01,LARGE_ORDER
MED-0310,2022-09-01,LARGE_ORDER
MED-0312,2022-01-01,NEW_PRODUCT
MED-0312,2023-06-01,LARGE_ORDER
MED-0313,2022-01-01,NEW_PRODUCT
MED-0313,2024-08-01,LARGE_ORDER
MED-0314,2023-07-01,NEW_PRODUCT
MED-0317,2022-01-01,NEW_PRODUCT
MED-0317,2022-04-01,MAINTENANCE_EVENT
MED-0318,2023-09-01,REACTIVATION
MED-0318,2025-04-01,REACTIVATION
MED-0320,2024-07-01,NEW_PRODUCT
MED-0321,2025-03-01,REACTIVATION
MED-0322,2024-07-01,NEW_PRODUCT
MED-0323,2024-09-01,EMERGENCY_REPLACEMENT
MED-0323,2025-02-01,REACTIVATION
MED-0324,2022-01-01,NEW_PRODUCT
MED-0324,2022-07-01,LARGE_ORDER
MED-0325,2025-10-01,REACTIVATION
MED-0326,2023-05-01,REACTIVATION
MED-0326,2024-05-01,REACTIVATION
MED-0327,2023-01-01,NEW_PRODUCT
MED-0328,2025-09-01,LARGE_ORDER
MED-0330,2022-01-01,NEW_PRODUCT
MED-0331,2022-07-01,NEW_PRODUCT
MED-0332,2022-07-01,NEW_PRODUCT
MED-0332,2025-10-01,REACTIVATION
MED-0333,2022-01-01,NEW_PRODUCT
MED-0335,2024-01-01,NEW_PRODUCT
MED-0335,2025-10-01,MAINTENANCE_EVENT
MED-0336,2024-01-01,NEW_PRODUCT
MED-0337,2022-07-01,NEW_PRODUCT
MED-0338,2022-01-01,NEW_PRODUCT
MED-0338,2023-02-01,REACTIVATION
MED-0340,2022-01-01,NEW_PRODUCT
MED-0340,2022-05-01,LARGE_ORDER
MED-0341,2023-06-01,REACTIVATION
MED-0343,2022-01-01,NEW_PRODUCT
MED-0343,2022-04-01,MAINTENANCE_EVENT
MED-0343,2023-05-01,LARGE_ORDER
MED-0343,2024-07-01,LARGE_ORDER
MED-0344,2022-07-01,NEW_PRODUCT
MED-0344,2023-10-01,MAINTENANCE_EVENT
MED-0345,2022-01-01,NEW_PRODUCT
MED-0345,2024-11-01,REACTIVATION
MED-0346,2024-07-01,NEW_PRODUCT
MED-0347,2025-03-01,REACTIVATION
MED-0347,2025-12-01,REACTIVATION
MED-0348,2022-11-01,REACTIVATION
MED-0348,2024-03-01,REACTIVATION
MED-0351,2022-01-01,NEW_PRODUCT
MED-0352,2022-01-01,NEW_PRODUCT
MED-0352,2023-05-01,MAINTENANCE_EVENT
MED-0352,2023-09-01,MAINTENANCE_EVENT
MED-0353,2024-07-01,REACTIVATION
MED-0353,2025-09-01,REACTIVATION
MED-0354,2023-07-01,NEW_PRODUCT
MED-0354,2025-02-01,LARGE_ORDER
MED-0355,2023-07-01,NEW_PRODUCT
MED-0355,2025-04-01,LARGE_ORDER
MED-0355,2025-05-01,LARGE_ORDER
MED-0356,2024-07-01,NEW_PRODUCT
MED-0360,2022-11-01,REACTIVATION
MED-0360,2023-11-01,REACTIVATION
MED-0361,2024-07-01,NEW_PRODUCT
MED-0362,2022-01-01,NEW_PRODUCT
MED-0362,2022-06-01,LARGE_ORDER
MED-0363,2024-07-01,NEW_PRODUCT
MED-0363,2024-11-01,LARGE_ORDER
MED-0364,2022-07-01,NEW_PRODUCT
MED-0365,2022-01-01,NEW_PRODUCT
MED-0365,2024-09-01,MAINTENANCE_EVENT
MED-0366,2025-11-01,REACTIVATION
MED-0368,2024-07-01,NEW_PRODUCT
MED-0369,2022-01-01,NEW_PRODUCT
MED-0369,2025-03-01,LARGE_ORDER
MED-0370,2024-07-01,NEW_PRODUCT
MED-0374,2022-01-01,NEW_PRODUCT
MED-0375,2022-01-01,NEW_PRODUCT
MED-0375,2022-05-01,MAINTENANCE_EVENT
MED-0376,2024-01-01,NEW_PRODUCT
MED-0377,2023-01-01,NEW_PRODUCT
MED-0377,2025-04-01,MAINTENANCE_EVENT
MED-0380,2023-07-01,NEW_PRODUCT
MED-0380,2025-03-01,LARGE_ORDER
MED-0380,2025-05-01,MAINTENANCE_EVENT
MED-0382,2023-04-01,REACTIVATION
MED-0383,2025-03-01,REACTIVATION
MED-0384,2022-01-01,NEW_PRODUCT
MED-0385,2024-07-01,NEW_PRODUCT
MED-0386,2022-01-01,NEW_PRODUCT
MED-0386,2024-09-01,MAINTENANCE_EVENT
MED-0387,2022-01-01,NEW_PRODUCT
MED-0387,2025-03-01,MAINTENANCE_EVENT
MED-0388,2024-12-01,REACTIVATION
MED-0389,2023-05-01,REACTIVATION
MED-0389,2024-07-01,EMERGENCY_REPLACEMENT
MED-0390,2025-10-01,MAINTENANCE_EVENT
MED-0392,2022-01-01,NEW_PRODUCT
MED-0392,2024-04-01,MAINTENANCE_EVENT
MED-0393,2022-01-01,NEW_PRODUCT
MED-0393,2024-11-01,LARGE_ORDER
MED-0394,2024-04-01,EMERGENCY_REPLACEMENT
MED-0394,2024-10-01,LARGE_ORDER
MED-0395,2022-07-01,NEW_PRODUCT
MED-0396,2022-01-01,NEW_PRODUCT
MED-0396,2025-09-01,MAINTENANCE_EVENT
MED-0397,2022-01-01,NEW_PRODUCT
MED-0397,2024-08-01,LARGE_ORDER
MED-0398,2022-01-01,NEW_PRODUCT
MED-0398,2022-11-01,LARGE_ORDER
MED-0399,2023-01-01,NEW_PRODUCT
MED-0400,2024-01-01,NEW_PRODUCT
MED-0401,2022-07-01,NEW_PRODUCT
MED-0402,2023-01-01,NEW_PRODUCT
MED-0402,2024-05-01,LARGE_ORDER
MED-0402,2025-11-01,LARGE_ORDER
MED-0403,2023-07-01,NEW_PRODUCT
MED-0403,2024-12-01,LARGE_ORDER
MED-0404,2025-06-01,REACTIVATION
MED-0405,2024-10-01,REACTIVATION
MED-0406,2022-07-01,NEW_PRODUCT
MED-0408,2025-07-01,REACTIVATION
MED-0409,2024-07-01,NEW_PRODUCT
MED-0410,2022-01-01,NEW_PRODUCT
MED-0410,2023-05-01,MAINTENANCE_EVENT
MED-0410,2023-09-01,LARGE_ORDER
MED-0411,2023-07-01,NEW_PRODUCT
MED-0411,2024-11-01,EMERGENCY_REPLACEMENT
MED-0411,2025-03-01,REACTIVATION
MED-0412,2023-01-01,NEW_PRODUCT
MED-0413,2022-01-01,NEW_PRODUCT
MED-0413,2024-10-01,REACTIVATION
MED-0417,2024-07-01,NEW_PRODUCT
MED-0417,2025-11-01,LARGE_ORDER
MED-0418,2022-01-01,NEW_PRODUCT
MED-0418,2025-05-01,MAINTENANCE_EVENT
MED-0419,2025-10-01,MAINTENANCE_EVENT
MED-0420,2022-07-01,NEW_PRODUCT
MED-0420,2023-02-01,LARGE_ORDER
MED-0421,2025-03-01,REACTIVATION
MED-0422,2023-07-01,REACTIVATION
MED-0423,2022-01-01,NEW_PRODUCT
MED-0424,2022-01-01,NEW_PRODUCT
MED-0424,2023-03-01,REACTIVATION
MED-0424,2025-06-01,REACTIVATION
MED-0425,2023-07-01,NEW_PRODUCT
MED-0425,2025-02-01,LARGE_ORDER
MED-0426,2023-01-01,NEW_PRODUCT
MED-0426,2024-06-01,LARGE_ORDER
MED-0428,2022-10-01,MAINTENANCE_EVENT
MED-0428,2023-09-01,REACTIVATION
MED-0429,2022-01-01,NEW_PRODUCT
MED-0430,2023-12-01,EMERGENCY_REPLACEMENT
MED-0430,2025-04-01,REACTIVATION
MED-0431,2024-01-01,NEW_PRODUCT
MED-0431,2025-10-01,MAINTENANCE_EVENT
MED-0433,2025-08-01,REACTIVATION
MED-0438,2024-01-01,NEW_PRODUCT
MED-0440,2022-07-01,NEW_PRODUCT
MED-0441,2022-01-01,NEW_PRODUCT
MED-0443,2022-09-01,REACTIVATION
MED-0443,2025-10-01,REACTIVATION
MED-0444,2023-04-01,LARGE_ORDER
MED-0444,2025-07-01,LARGE_ORDER
MED-0447,2022-01-01,NEW_PRODUCT
MED-0448,2022-01-01,NEW_PRODUCT
MED-0448,2025-03-01,LARGE_ORDER
MED-0449,2024-07-01,NEW_PRODUCT
MED-0451,2022-09-01,LARGE_ORDER
MED-0451,2025-03-01,EMERGENCY_REPLACEMENT
MED-0453,2022-01-01,NEW_PRODUCT
MED-0453,2022-05-01,LARGE_ORDER
MED-0456,2022-01-01,NEW_PRODUCT
MED-0457,2023-01-01,NEW_PRODUCT
MED-0458,2022-07-01,NEW_PRODUCT
MED-0458,2023-06-01,LARGE_ORDER
MED-0460,2024-03-01,REACTIVATION
MED-0461,2022-01-01,NEW_PRODUCT
MED-0463,2022-01-01,NEW_PRODUCT
MED-0463,2022-06-01,LARGE_ORDER
MED-0464,2022-01-01,NEW_PRODUCT
MED-0464,2025-10-01,MAINTENANCE_EVENT
MED-0465,2023-07-01,NEW_PRODUCT
MED-0466,2023-01-01,NEW_PRODUCT
MED-0467,2022-01-01,NEW_PRODUCT
MED-0467,2024-03-01,LARGE_ORDER
MED-0468,2022-04-01,LARGE_ORDER
MED-0468,2023-12-01,LARGE_ORDER
MED-0468,2025-06-01,LARGE_ORDER
MED-0469,2022-01-01,NEW_PRODUCT
MED-0470,2022-12-01,EMERGENCY_REPLACEMENT
MED-0470,2024-09-01,REACTIVATION
MED-0471,2023-01-01,NEW_PRODUCT
MED-0471,2023-11-01,REACTIVATION
MED-0472,2023-01-01,NEW_PRODUCT
MED-0473,2023-01-01,EMERGENCY_REPLACEMENT
MED-0473,2023-08-01,REACTIVATION
MED-0473,2025-12-01,REACTIVATION
MED-0474,2024-07-01,NEW_PRODUCT
MED-0475,2023-07-01,NEW_PRODUCT
MED-0476,2024-01-01,REACTIVATION
MED-0477,2024-01-01,NEW_PRODUCT
MED-0477,2025-03-01,MAINTENANCE_EVENT
MED-0478,2022-11-01,LARGE_ORDER
MED-0478,2024-09-01,MAINTENANCE_EVENT
MED-0479,2022-01-01,NEW_PRODUCT
MED-0480,2022-01-01,NEW_PRODUCT
MED-0480,2025-02-01,REACTIVATION
