part_id,date,demand,microarea,category,subcategory,history_months,n_positive,coverage,adi,cv2,seasonality_strength,profile,history_before_current,previous_demand,baseline_q1,baseline_q3,baseline_median,baseline_iqr,upper_bound,outlier_method,is_quantity_outlier,year,previous_yearly_demand,yearly_ratio,passes_yearly_validation,previous_positive_date,has_previous_demand,months_since_previous_demand,previous_positive_demand,historical_positive_count,reactivation_demand_threshold,unusual_gap,is_reactivation,is_anomaly,anomaly_type,anomaly_score
MED-0063,2023-04-01,13,SOUTH,IMAGING,CONTROL MODULES,48.0,46.0,0.9583333333333334,1.0434782608695652,0.4827362115567245,1.2923076923076924,STABLE,15,8.0,2.75,7.25,4.5,4.5,12.826237921249264,POISSON_STABLE,True,2023,57.0,1.0350877192982457,False,2023-03-01,True,1.0183968462549278,8.0,15,2.5,False,False,True,EXCEPTIONAL_SPIKE,1.0135473924480118
MED-0063,2025-04-01,10,SOUTH,IMAGING,CONTROL MODULES,48.0,46.0,0.9583333333333334,1.0434782608695652,0.4827362115567245,1.2923076923076924,STABLE,39,4.0,1.0,4.0,2.0,3.0,8.033985905294664,POISSON_STABLE,True,2025,33.0,1.393939393939394,False,2025-03-01,True,1.0183968462549278,4.0,37,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.244712166274734
MED-0068,2025-04-01,18,WEST,IMAGING,USER INTERFACE,42.0,41.0,0.9761904761904762,1.024390243902439,0.39641490664217954,1.5555555555555556,STABLE,33,4.0,2.0,6.0,3.5,4.0,11.0,POISSON_STABLE,True,2025,46.0,1.608695652173913,False,2025-03-01,True,1.0183968462549278,4.0,32,2.75,False,False,True,EXCEPTIONAL_SPIKE,1.6363636363636365
MED-0077,2023-06-01,6,EAST,IMAGING,POWER COMPONENTS,48.0,41.0,0.8541666666666666,1.170731707317073,0.3730045700924648,0.9896907216494844,STABLE,17,0.0,0.0,1.25,1.0,1.25,4.9470987407379186,POISSON_STABLE,True,2023,20.0,1.05,False,2023-04-01,True,2.0039421813403417,,13,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.2128320687419771
MED-0082,2025-09-01,17,NORTH,IMAGING,MOTORS,36.0,12.0,0.3333333333333333,3.0,0.7405395523752317,3.457627118644068,LUMPY,32,0.0,4.0,5.5,5.0,1.5,15.0,MEDIAN_RELAXED_LUMPY,True,2025,18.0,1.2777777777777777,False,2025-02-01,True,6.964520367936925,,10,3.0,True,True,True,EXCEPTIONAL_SPIKE,1.1333333333333333
MED-0089,2024-02-01,11,EAST,IMAGING,USER INTERFACE,36.0,32.0,0.8888888888888888,1.125,1.474902146531592,2.769230769230769,ERRATIC,13,4.0,1.0,3.25,2.0,2.25,10.0,IQR_ERRATIC,True,2024,37.0,0.8918918918918919,False,2024-01-01,True,1.0183968462549278,4.0,13,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.1
MED-0089,2025-11-01,23,EAST,IMAGING,USER INTERFACE,36.0,32.0,0.8888888888888888,1.125,1.474902146531592,2.769230769230769,ERRATIC,34,0.0,0.75,4.0,2.5,3.25,13.75,IQR_ERRATIC,True,2025,33.0,1.4242424242424243,False,2025-09-01,True,2.0039421813403417,,31,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.6727272727272726
MED-0092,2024-01-01,22,EAST,IMAGING,USER INTERFACE,48.0,48.0,1.0,1.0,0.3727800246175487,1.0,STABLE,24,5.0,2.0,5.25,4.5,3.25,11.155874130906248,POISSON_STABLE,True,2024,49.0,1.836734693877551,False,2023-12-01,True,1.0183968462549278,5.0,24,2.75,False,False,True,EXCEPTIONAL_SPIKE,1.9720552367161595
MED-0099,2023-03-01,11,CENTRAL,IMAGING,POWER COMPONENTS,42.0,40.0,0.9523809523809523,1.05,0.3411268865814319,1.1878787878787878,STABLE,8,2.0,1.75,4.75,2.5,3.0,9.55971473206198,POISSON_STABLE,True,2023,23.0,2.5217391304347827,True,2023-02-01,True,0.9198423127463863,2.0,7,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.1506619505190359
MED-0102,2023-04-01,4,NORTH,IMAGING,CABLES,42.0,11.0,0.2619047619047619,3.8181818181818183,0.2759548611111112,3.5,INTERMITTENT,9,0.0,1.0,3.0,1.0,2.0,3.0,MEDIAN_RELAXED_INTERMITTENT,True,2023,5.0,2.8,True,2023-02-01,True,1.938239159001314,,3,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.3333333333333333
MED-0102,2023-10-01,8,NORTH,IMAGING,CABLES,42.0,11.0,0.2619047619047619,3.8181818181818183,0.2759548611111112,3.5,INTERMITTENT,15,0.0,1.0,2.5,1.0,1.5,3.0,MEDIAN_RELAXED_INTERMITTENT,True,2023,5.0,2.8,True,2023-04-01,True,6.011826544021025,,4,1.0,True,True,True,EXCEPTIONAL_SPIKE,2.6666666666666665
MED-0103,2025-02-01,6,WEST,IMAGING,POWER COMPONENTS,42.0,36.0,0.8571428571428571,1.1666666666666667,0.4133199412810014,1.912790697674419,STABLE,31,1.0,0.75,1.25,1.0,0.5,5.163118960624632,POISSON_STABLE,True,2025,15.0,2.2,True,2025-01-01,True,1.0183968462549278,1.0,25,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.162088273727112
MED-0105,2024-06-01,8,NORTH,IMAGING,CONTROL MODULES,48.0,44.0,0.9166666666666666,1.0909090909090908,0.8722545219638242,2.1875,ERRATIC,29,6.0,2.0,3.25,3.0,1.25,7.0,IQR_ERRATIC,True,2024,49.0,0.7551020408163265,False,2024-05-01,True,1.0183968462549278,6.0,28,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.1428571428571428
MED-0105,2025-03-01,11,SOUTH,IMAGING,CONTROL MODULES,48.0,44.0,0.9166666666666666,1.0909090909090908,0.8722545219638242,2.1875,ERRATIC,38,4.0,1.75,4.0,3.0,2.25,10.75,IQR_ERRATIC,True,2025,37.0,1.7567567567567568,False,2025-02-01,True,0.9198423127463863,4.0,36,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.0232558139534884
MED-0105,2025-05-01,26,SOUTH,IMAGING,CONTROL MODULES,48.0,44.0,0.9166666666666666,1.0909090909090908,0.8722545219638242,2.1875,ERRATIC,40,3.0,2.75,4.5,3.5,1.75,9.75,IQR_ERRATIC,True,2025,37.0,1.7567567567567568,False,2025-04-01,True,0.9855453350854139,3.0,38,2.0,False,False,True,EXCEPTIONAL_SPIKE,2.6666666666666665
MED-0109,2025-06-01,11,SOUTH,IMAGING,USER INTERFACE,48.0,43.0,0.8958333333333334,1.1162790697674418,0.21322314049586774,1.0363636363636364,STABLE,41,2.0,0.75,6.25,3.0,5.5,10.208726403433653,POISSON_STABLE,True,2025,47.0,1.1914893617021276,False,2025-05-01,True,1.0183968462549278,2.0,36,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.0775095310909897
MED-0114,2024-01-01,34,SOUTH,IMAGING,USER INTERFACE,36.0,4.0,0.1111111111111111,9.0,0.9237714168462089,9.263157894736842,LUMPY,12,0.0,7.0,11.0,9.0,4.0,22.5,MEDIAN_STRICT_LUMPY,True,2024,18.0,1.8888888888888888,False,2023-05-01,True,8.04862023653088,,2,7.0,False,False,True,EXCEPTIONAL_SPIKE,1.511111111111111
MED-0120,2022-12-01,7,WEST,IMAGING,CABLES,48.0,16.0,0.3333333333333333,3.0,0.33596571778389955,2.909090909090909,INTERMITTENT,11,0.0,2.0,2.5,2.0,0.5,6.0,MEDIAN_RELAXED_INTERMITTENT,True,2022,,,True,2022-04-01,True,8.015768725361367,,3,2.0,True,True,True,EXCEPTIONAL_SPIKE,1.1666666666666667
MED-0123,2024-06-01,28,CENTRAL,PATIENT_MONITORING,SENSORS,48.0,43.0,0.8958333333333334,1.1162790697674418,0.5643876286898201,1.3725490196078431,ERRATIC,29,13.0,5.25,9.25,6.5,4.0,21.25,IQR_ERRATIC,True,2024,86.0,1.3255813953488371,False,2024-05-01,True,1.0183968462549278,13.0,27,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.3176470588235294
MED-0125,2023-01-01,17,CENTRAL,PATIENT_MONITORING,SENSORS,48.0,47.0,0.9791666666666666,1.0212765957446808,0.3100282035137955,1.0140845070422535,STABLE,12,11.0,4.0,9.5,7.0,5.5,16.39841966322493,POISSON_STABLE,True,2023,85.0,1.2588235294117647,False,2022-12-01,True,1.0183968462549278,11.0,12,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.0366852629173877
MED-0129,2024-10-01,21,NORTH,PATIENT_MONITORING,CABLES,48.0,48.0,1.0,1.0,0.3094800990753802,1.027237354085603,STABLE,33,3.0,3.75,6.0,5.0,2.25,12.227530814809171,POISSON_STABLE,True,2024,67.0,1.1044776119402986,False,2024-09-01,True,0.9855453350854139,3.0,33,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.7174358681285185
MED-0131,2023-06-01,29,CENTRAL,PATIENT_MONITORING,CONTROL MODULES,48.0,47.0,0.9791666666666666,1.0212765957446808,0.5889673502251143,1.380952380952381,ERRATIC,17,7.0,5.25,7.0,6.0,1.75,12.25,IQR_ERRATIC,True,2023,56.0,1.5357142857142858,False,2023-05-01,True,1.0183968462549278,7.0,16,3.75,False,False,True,EXCEPTIONAL_SPIKE,2.36734693877551
MED-0131,2024-08-01,10,SOUTH,PATIENT_MONITORING,CONTROL MODULES,48.0,47.0,0.9791666666666666,1.0212765957446808,0.5889673502251143,1.380952380952381,ERRATIC,31,4.0,2.75,4.25,3.5,1.5,8.75,IQR_ERRATIC,True,2024,86.0,0.6046511627906976,False,2024-07-01,True,1.0183968462549278,4.0,30,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.1428571428571428
MED-0134,2025-04-01,14,NORTH,PATIENT_MONITORING,POWER COMPONENTS,18.0,15.0,0.8333333333333334,1.2,0.4095436301471682,2.7096774193548385,STABLE,9,4.0,1.0,7.0,4.0,6.0,10.790981969171774,POISSON_STABLE,True,2025,22.0,3.227272727272727,True,2025-03-01,True,1.0183968462549278,4.0,8,1.75,False,False,True,EXCEPTIONAL_SPIKE,1.2973796119756211
MED-0136,2023-12-01,11,NORTH,PATIENT_MONITORING,SENSOR MODULES,48.0,47.0,0.9791666666666666,1.0212765957446808,0.40190342572547605,1.0704225352112675,STABLE,23,1.0,1.75,5.25,3.5,3.5,10.527720855862981,POISSON_STABLE,True,2023,45.0,1.1333333333333333,False,2023-11-01,True,0.9855453350854139,1.0,22,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.0448605306507537
MED-0136,2024-08-01,17,NORTH,PATIENT_MONITORING,SENSOR MODULES,48.0,47.0,0.9791666666666666,1.0212765957446808,0.40190342572547605,1.0704225352112675,STABLE,31,5.0,1.0,5.0,4.0,4.0,10.685948405941259,POISSON_STABLE,True,2024,51.0,1.2745098039215685,False,2024-07-01,True,1.0183968462549278,5.0,30,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.590874235416316
MED-0140,2024-02-01,38,EAST,PATIENT_MONITORING,ELECTRODES,48.0,11.0,0.22916666666666666,4.363636363636363,0.9248360339506171,3.9166666666666665,LUMPY,25,0.0,6.5,10.0,8.0,3.5,24.0,MEDIAN_RELAXED_LUMPY,True,2024,25.0,1.52,False,2023-08-01,True,6.044678055190539,,4,5.75,True,True,True,EXCEPTIONAL_SPIKE,1.5833333333333333
MED-0140,2025-11-01,38,EAST,PATIENT_MONITORING,ELECTRODES,48.0,11.0,0.22916666666666666,4.363636363636363,0.9248360339506171,3.9166666666666665,LUMPY,46,6.0,6.0,9.75,7.5,3.75,22.5,MEDIAN_RELAXED_LUMPY,True,2025,38.0,1.9736842105263157,False,2025-10-01,True,1.0183968462549278,6.0,9,6.0,False,False,True,EXCEPTIONAL_SPIKE,1.6888888888888889
MED-0145,2024-09-01,10,EAST,PATIENT_MONITORING,CABLES,48.0,46.0,0.9583333333333334,1.0434782608695652,0.39987345679012337,0.7,STABLE,32,3.0,2.0,4.25,3.0,2.25,9.723429837560271,POISSON_STABLE,True,2024,47.0,1.446808510638298,False,2024-08-01,True,1.0183968462549278,3.0,31,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.028443683665138
MED-0145,2024-10-01,21,WEST,PATIENT_MONITORING,CABLES,48.0,46.0,0.9583333333333334,1.0434782608695652,0.39987345679012337,0.7,STABLE,33,10.0,2.0,4.25,3.0,2.25,10.527720855862981,POISSON_STABLE,True,2024,47.0,1.446808510638298,False,2024-09-01,True,0.9855453350854139,10.0,32,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.9947337403332568
MED-0148,2024-04-01,10,EAST,PATIENT_MONITORING,POWER COMPONENTS,48.0,48.0,1.0,1.0,0.24548896318108354,0.6451612903225806,STABLE,27,2.0,2.0,5.0,3.0,3.0,9.55971473206198,POISSON_STABLE,True,2024,43.0,1.2790697674418605,False,2024-03-01,True,1.0183968462549278,2.0,27,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.0460563186536689
MED-0150,2023-12-01,27,SOUTH,PATIENT_MONITORING,MECHANICAL COMPONENTS,42.0,10.0,0.23809523809523808,4.2,0.6220684352172241,3.335294117647059,LUMPY,17,0.0,7.0,9.0,8.0,2.0,24.0,MEDIAN_RELAXED_LUMPY,True,2023,5.0,8.6,True,2023-02-01,True,9.95400788436268,,3,5.5,True,True,True,EXCEPTIONAL_SPIKE,1.125
MED-0151,2025-12-01,24,NORTH,PATIENT_MONITORING,MECHANICAL COMPONENTS,18.0,3.0,0.16666666666666666,6.0,0.9679930795847751,6.352941176470589,LUMPY,17,0.0,4.0,6.0,5.0,2.0,12.5,MEDIAN_STRICT_LUMPY,True,2025,0.0,,True,2025-03-01,True,9.034165571616294,,2,4.0,True,True,True,EXCEPTIONAL_SPIKE,1.92
MED-0153,2024-05-01,15,CENTRAL,PATIENT_MONITORING,ELECTRODES,36.0,7.0,0.19444444444444445,5.142857142857143,0.5783475783475786,4.615384615384616,LUMPY,16,4.0,3.25,3.75,3.5,0.5,8.75,MEDIAN_STRICT_LUMPY,True,2024,3.0,7.333333333333333,True,2024-04-01,True,0.9855453350854139,4.0,2,3.25,False,False,True,EXCEPTIONAL_SPIKE,1.7142857142857142
MED-0156,2024-07-01,42,EAST,PATIENT_MONITORING,MECHANICAL COMPONENTS,48.0,12.0,0.25,4.0,0.42543200601051845,3.9545454545454546,INTERMITTENT,30,0.0,11.75,13.25,12.5,1.5,37.5,MEDIAN_RELAXED_INTERMITTENT,True,2024,46.0,0.9130434782608695,False,2023-12-01,True,6.9973718791064385,,8,10.25,True,True,True,EXCEPTIONAL_SPIKE,1.12
MED-0158,2025-11-01,7,EAST,PATIENT_MONITORING,CABLES,48.0,11.0,0.22916666666666666,4.363636363636363,0.5764060356652947,3.5555555555555554,LUMPY,46,0.0,2.0,3.0,2.0,1.0,6.0,MEDIAN_RELAXED_LUMPY,True,2025,3.0,5.0,True,2025-07-01,True,4.040735873850197,,10,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.1666666666666667
MED-0161,2024-09-01,14,SOUTH,PATIENT_MONITORING,DISPLAY COMPONENTS,24.0,24.0,1.0,1.0,0.5773089786467714,1.7307692307692308,ERRATIC,8,3.0,2.5,4.0,3.0,1.5,8.5,IQR_ERRATIC,True,2024,,,True,2024-08-01,True,1.0183968462549278,3.0,8,2.5,False,False,True,EXCEPTIONAL_SPIKE,1.6470588235294117
MED-0161,2024-10-01,11,SOUTH,PATIENT_MONITORING,DISPLAY COMPONENTS,24.0,24.0,1.0,1.0,0.5773089786467714,1.7307692307692308,ERRATIC,9,14.0,3.0,4.0,3.0,1.0,7.0,IQR_ERRATIC,True,2024,,,True,2024-09-01,True,0.9855453350854139,14.0,9,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.5714285714285714
MED-0165,2024-03-01,34,WEST,PATIENT_MONITORING,CONTROL MODULES,36.0,35.0,0.9722222222222222,1.0285714285714285,1.2761437908496729,1.7714285714285716,ERRATIC,14,0.0,3.0,5.0,4.5,2.0,11.0,IQR_ERRATIC,True,2024,60.0,1.35,False,2024-01-01,True,1.9710906701708277,,13,3.0,False,False,True,EXCEPTIONAL_SPIKE,3.090909090909091
MED-0165,2025-06-01,30,SOUTH,PATIENT_MONITORING,CONTROL MODULES,36.0,35.0,0.9722222222222222,1.0285714285714285,1.2761437908496729,1.7714285714285716,ERRATIC,29,5.0,2.0,4.25,3.5,2.25,11.0,IQR_ERRATIC,True,2025,81.0,0.8518518518518519,False,2025-05-01,True,1.0183968462549278,5.0,28,3.0,False,False,True,EXCEPTIONAL_SPIKE,2.727272727272727
MED-0166,2024-06-01,16,SOUTH,PATIENT_MONITORING,SENSORS,48.0,15.0,0.3125,3.2,0.4247258909973221,2.430379746835443,INTERMITTENT,29,0.0,3.0,4.75,3.5,1.75,10.5,MEDIAN_RELAXED_INTERMITTENT,True,2024,12.0,2.4166666666666665,True,2024-03-01,True,3.0223390275952693,,8,2.75,False,False,True,EXCEPTIONAL_SPIKE,1.5238095238095237
MED-0170,2024-08-01,26,SOUTH,PATIENT_MONITORING,DISPLAY COMPONENTS,48.0,48.0,1.0,1.0,0.6993929221098479,1.7591623036649215,ERRATIC,31,6.0,5.5,9.0,6.5,3.5,19.5,IQR_ERRATIC,True,2024,88.0,1.4772727272727273,False,2024-07-01,True,1.0183968462549278,6.0,31,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.3333333333333333
