PART_ID,DATE,DEMAND,MICROAREA
MED-0002,2024-06-01,0,EAST
MED-0002,2024-07-01,3,CENTRAL
MED-0002,2024-08-01,0,WEST
MED-0002,2024-09-01,0,CENTRAL
MED-0002,2024-10-01,0,CENTRAL
MED-0002,2024-11-01,0,CENTRAL
MED-0002,2024-12-01,3,EAST
MED-0002,2025-01-01,0,SOUTH
MED-0002,2025-02-01,2,CENTRAL
MED-0002,2025-03-01,0,CENTRAL
MED-0002,2025-04-01,0,CENTRAL
MED-0002,2025-05-01,0,CENTRAL
MED-0002,2025-06-01,4,SOUTH
MED-0002,2025-07-01,0,CENTRAL
MED-0002,2025-08-01,2,WEST
MED-0002,2025-09-01,0,CENTRAL
MED-0002,2025-10-01,3,SOUTH
MED-0002,2025-11-01,4,CENTRAL
MED-0002,2025-12-01,0,CENTRAL
MED-0003,2023-07-01,0,SOUTH
MED-0003,2023-08-01,0,SOUTH
MED-0003,2023-09-01,0,SOUTH
MED-0003,2023-10-01,10,SOUTH
MED-0003,2023-11-01,22,SOUTH
MED-0003,2023-12-01,0,SOUTH
MED-0003,2024-01-01,0,CENTRAL
MED-0003,2024-02-01,0,SOUTH
MED-0003,2024-03-01,0,SOUTH
MED-0003,2024-04-01,0,CENTRAL
MED-0003,2024-05-01,0,CENTRAL
MED-0003,2024-06-01,0,SOUTH
MED-0003,2024-07-01,0,SOUTH
MED-0003,2024-08-01,0,SOUTH
MED-0003,2024-09-01,0,SOUTH
MED-0003,2024-10-01,0,EAST
MED-0003,2024-11-01,0,SOUTH
MED-0003,2024-12-01,0,SOUTH
MED-0003,2025-01-01,14,SOUTH
MED-0003,2025-02-01,0,EAST
MED-0003,2025-03-01,10,SOUTH
MED-0003,2025-04-01,0,SOUTH
MED-0003,2025-05-01,0,SOUTH
MED-0003,2025-06-01,0,EAST
MED-0003,2025-07-01,0,SOUTH
MED-0003,2025-08-01,0,SOUTH
MED-0003,2025-09-01,0,WEST
MED-0003,2025-10-01,0,CENTRAL
MED-0003,2025-11-01,0,SOUTH
MED-0003,2025-12-01,2,NORTH
MED-0004,2022-07-01,0,WEST
MED-0004,2022-08-01,0,NORTH
MED-0004,2022-09-01,0,CENTRAL
MED-0004,2022-10-01,0,CENTRAL
MED-0004,2022-11-01,0,CENTRAL
MED-0004,2022-12-01,11,CENTRAL
MED-0004,2023-01-01,0,WEST
MED-0004,2023-02-01,0,CENTRAL
MED-0004,2023-03-01,13,CENTRAL
MED-0004,2023-04-01,0,CENTRAL
MED-0004,2023-05-01,8,CENTRAL
MED-0004,2023-06-01,0,CENTRAL
MED-0004,2023-07-01,0,SOUTH
MED-0004,2023-08-01,0,CENTRAL
MED-0004,2023-09-01,15,CENTRAL
MED-0004,2023-10-01,12,CENTRAL
MED-0004,2023-11-01,0,NORTH
MED-0004,2023-12-01,0,WEST
MED-0004,2024-01-01,0,NORTH
MED-0004,2024-02-01,0,CENTRAL
MED-0004,2024-03-01,0,CENTRAL
MED-0004,2024-04-01,0,CENTRAL
MED-0004,2024-05-01,0,CENTRAL
MED-0004,2024-06-01,0,CENTRAL
MED-0004,2024-07-01,36,CENTRAL
MED-0004,2024-08-01,0,CENTRAL
MED-0004,2024-09-01,0,CENTRAL
MED-0004,2024-10-01,0,CENTRAL
MED-0004,2024-11-01,0,CENTRAL
MED-0004,2024-12-01,0,CENTRAL
MED-0004,2025-01-01,0,CENTRAL
MED-0004,2025-02-01,0,CENTRAL
MED-0004,2025-03-01,0,CENTRAL
MED-0004,2025-04-01,77,NORTH
MED-0004,2025-05-01,0,CENTRAL
MED-0004,2025-06-01,0,SOUTH
MED-0004,2025-07-01,0,CENTRAL
MED-0004,2025-08-01,0,CENTRAL
MED-0004,2025-09-01,0,CENTRAL
MED-0004,2025-10-01,0,CENTRAL
MED-0004,2025-11-01,0,WEST
MED-0004,2025-12-01,0,NORTH
MED-0005,2023-07-01,0,NORTH
MED-0005,2023-08-01,0,SOUTH
MED-0005,2023-09-01,0,WEST
MED-0005,2023-10-01,0,CENTRAL
MED-0005,2023-11-01,0,EAST
MED-0005,2023-12-01,0,SOUTH
MED-0005,2024-01-01,10,WEST
MED-0005,2024-02-01,0,WEST
MED-0005,2024-03-01,0,WEST
MED-0005,2024-04-01,0,WEST
MED-0005,2024-05-01,0,WEST
MED-0005,2024-06-01,0,WEST
MED-0005,2024-07-01,20,WEST
MED-0005,2024-08-01,0,WEST
MED-0005,2024-09-01,10,WEST
MED-0005,2024-10-01,0,WEST
MED-0005,2024-11-01,15,WEST
MED-0005,2024-12-01,11,WEST
MED-0005,2025-01-01,0,WEST
MED-0005,2025-02-01,0,NORTH
MED-0005,2025-03-01,0,WEST
MED-0005,2025-04-01,0,WEST
MED-0005,2025-05-01,0,WEST
MED-0005,2025-06-01,0,WEST
MED-0005,2025-07-01,8,CENTRAL
MED-0005,2025-08-01,0,EAST
MED-0005,2025-09-01,0,WEST
MED-0005,2025-10-01,0,NORTH
MED-0005,2025-11-01,0,WEST
MED-0005,2025-12-01,0,WEST
MED-0006,2022-07-01,0,NORTH
MED-0006,2022-08-01,0,SOUTH
MED-0006,2022-09-01,0,NORTH
MED-0006,2022-10-01,0,CENTRAL
MED-0006,2022-11-01,5,WEST
MED-0006,2022-12-01,0,WEST
MED-0006,2023-01-01,9,CENTRAL
MED-0006,2023-02-01,0,NORTH
MED-0006,2023-03-01,0,NORTH
MED-0006,2023-04-01,0,NORTH
MED-0006,2023-05-01,0,NORTH
MED-0006,2023-06-01,0,WEST
MED-0006,2023-07-01,18,WEST
MED-0006,2023-08-01,0,NORTH
MED-0006,2023-09-01,0,NORTH
MED-0006,2023-10-01,0,NORTH
MED-0006,2023-11-01,0,NORTH
MED-0006,2023-12-01,0,NORTH
MED-0006,2024-01-01,0,NORTH
MED-0006,2024-02-01,34,CENTRAL
MED-0006,2024-03-01,0,WEST
MED-0006,2024-04-01,0,NORTH
MED-0006,2024-05-01,0,NORTH
MED-0006,2024-06-01,0,NORTH
MED-0006,2024-07-01,0,NORTH
MED-0006,2024-08-01,0,NORTH
MED-0006,2024-09-01,0,SOUTH
MED-0006,2024-10-01,0,NORTH
MED-0006,2024-11-01,0,NORTH
MED-0006,2024-12-01,0,NORTH
MED-0006,2025-01-01,12,WEST
MED-0006,2025-02-01,0,EAST
MED-0006,2025-03-01,0,NORTH
MED-0006,2025-04-01,0,NORTH
MED-0006,2025-05-01,7,NORTH
MED-0006,2025-06-01,7,EAST
MED-0006,2025-07-01,0,NORTH
MED-0006,2025-08-01,0,NORTH
MED-0006,2025-09-01,0,NORTH
MED-0006,2025-10-01,0,NORTH
MED-0006,2025-11-01,0,NORTH
MED-0006,2025-12-01,0,WEST
MED-0007,2022-07-01,0,EAST
MED-0007,2022-08-01,0,EAST
MED-0007,2022-09-01,2,EAST
MED-0007,2022-10-01,0,EAST
MED-0007,2022-11-01,0,NORTH
MED-0007,2022-12-01,0,EAST
MED-0007,2023-01-01,0,EAST
MED-0007,2023-02-01,3,WEST
MED-0007,2023-03-01,0,EAST
MED-0007,2023-04-01,5,EAST
MED-0007,2023-05-01,0,EAST
MED-0007,2023-06-01,0,CENTRAL
MED-0007,2023-07-01,3,SOUTH
MED-0007,2023-08-01,4,EAST
MED-0007,2023-09-01,0,EAST
MED-0007,2023-10-01,0,EAST
MED-0007,2023-11-01,0,NORTH
MED-0007,2023-12-01,0,NORTH
MED-0007,2024-01-01,0,EAST
MED-0007,2024-02-01,0,EAST
MED-0007,2024-03-01,1,EAST
MED-0007,2024-04-01,0,WEST
MED-0007,2024-05-01,0,EAST
MED-0007,2024-06-01,0,EAST
MED-0007,2024-07-01,0,WEST
MED-0007,2024-08-01,0,EAST
MED-0007,2024-09-01,0,NORTH
MED-0007,2024-10-01,0,EAST
MED-0007,2024-11-01,0,EAST
MED-0007,2024-12-01,0,EAST
MED-0007,2025-01-01,0,EAST
MED-0007,2025-02-01,2,EAST
MED-0007,2025-03-01,0,WEST
MED-0007,2025-04-01,1,EAST
MED-0007,2025-05-01,0,EAST
MED-0007,2025-06-01,0,EAST
MED-0007,2025-07-01,7,EAST
MED-0007,2025-08-01,0,EAST
MED-0007,2025-09-01,0,EAST
MED-0007,2025-10-01,0,SOUTH
MED-0007,2025-11-01,0,EAST
MED-0007,2025-12-01,0,CENTRAL
MED-0008,2022-01-01,3,WEST
MED-0008,2022-02-01,18,EAST
MED-0008,2022-03-01,0,CENTRAL
MED-0008,2022-04-01,3,CENTRAL
MED-0008,2022-05-01,5,CENTRAL
MED-0008,2022-06-01,8,NORTH
MED-0008,2022-07-01,4,WEST
MED-0008,2022-08-01,2,CENTRAL
MED-0008,2022-09-01,2,WEST
MED-0008,2022-10-01,0,CENTRAL
MED-0008,2022-11-01,3,EAST
MED-0008,2022-12-01,1,EAST
MED-0008,2023-01-01,3,WEST
MED-0008,2023-02-01,1,CENTRAL
MED-0008,2023-03-01,2,CENTRAL
MED-0008,2023-04-01,3,WEST
MED-0008,2023-05-01,6,CENTRAL
MED-0008,2023-06-01,1,CENTRAL
MED-0008,2023-07-01,2,CENTRAL
MED-0008,2023-08-01,2,CENTRAL
MED-0008,2023-09-01,2,CENTRAL
MED-0008,2023-10-01,1,SOUTH
MED-0008,2023-11-01,2,CENTRAL
MED-0008,2023-12-01,1,CENTRAL
MED-0008,2024-01-01,2,SOUTH
MED-0008,2024-02-01,1,CENTRAL
MED-0008,2024-03-01,6,EAST
MED-0008,2024-04-01,2,CENTRAL
MED-0008,2024-05-01,5,CENTRAL
MED-0008,2024-06-01,2,WEST
MED-0008,2024-07-01,2,NORTH
MED-0008,2024-08-01,2,CENTRAL
MED-0008,2024-09-01,3,CENTRAL
MED-0008,2024-10-01,3,CENTRAL
MED-0008,2024-11-01,2,WEST
MED-0008,2024-12-01,0,CENTRAL
MED-0008,2025-01-01,3,EAST
MED-0008,2025-02-01,3,SOUTH
MED-0008,2025-03-01,2,CENTRAL
MED-0008,2025-04-01,2,SOUTH
MED-0008,2025-05-01,0,CENTRAL
MED-0008,2025-06-01,2,CENTRAL
MED-0008,2025-07-01,3,CENTRAL
MED-0008,2025-08-01,3,SOUTH
MED-0008,2025-09-01,1,CENTRAL
MED-0008,2025-10-01,0,CENTRAL
MED-0008,2025-11-01,1,EAST
MED-0008,2025-12-01,1,CENTRAL
MED-0009,2023-01-01,3,EAST
MED-0009,2023-02-01,1,EAST
MED-0009,2023-03-01,5,CENTRAL
MED-0009,2023-04-01,3,WEST
MED-0009,2023-05-01,0,EAST
MED-0009,2023-06-01,5,EAST
MED-0009,2023-07-01,3,EAST
MED-0009,2023-08-01,1,EAST
MED-0009,2023-09-01,4,CENTRAL
MED-0009,2023-10-01,3,EAST
MED-0009,2023-11-01,2,SOUTH
MED-0009,2023-12-01,3,EAST
MED-0009,2024-01-01,1,NORTH
MED-0009,2024-02-01,8,EAST
MED-0009,2024-03-01,3,EAST
MED-0009,2024-04-01,3,NORTH
MED-0009,2024-05-01,0,EAST
MED-0009,2024-06-01,4,EAST
MED-0009,2024-07-01,2,EAST
MED-0009,2024-08-01,0,WEST
MED-0009,2024-09-01,2,CENTRAL
MED-0009,2024-10-01,5,SOUTH
MED-0009,2024-11-01,6,SOUTH
MED-0009,2024-12-01,1,CENTRAL
MED-0009,2025-01-01,2,EAST
MED-0009,2025-02-01,0,WEST
MED-0009,2025-03-01,2,CENTRAL
MED-0009,2025-04-01,2,SOUTH
MED-0009,2025-05-01,2,EAST
MED-0009,2025-06-01,3,EAST
MED-0009,2025-07-01,2,EAST
MED-0009,2025-08-01,4,NORTH
MED-0009,2025-09-01,3,EAST
MED-0009,2025-10-01,5,EAST
MED-0009,2025-11-01,2,EAST
MED-0009,2025-12-01,2,EAST
MED-0010,2022-07-01,0,WEST
MED-0010,2022-08-01,0,EAST
MED-0010,2022-09-01,0,EAST
MED-0010,2022-10-01,0,EAST
MED-0010,2022-11-01,0,EAST
MED-0010,2022-12-01,0,NORTH
MED-0010,2023-01-01,0,WEST
MED-0010,2023-02-01,0,EAST
MED-0010,2023-03-01,0,EAST
MED-0010,2023-04-01,0,EAST
MED-0010,2023-05-01,0,EAST
MED-0010,2023-06-01,0,EAST
MED-0010,2023-07-01,0,WEST
MED-0010,2023-08-01,0,EAST
MED-0010,2023-09-01,0,EAST
MED-0010,2023-10-01,0,EAST
MED-0010,2023-11-01,5,EAST
MED-0010,2023-12-01,0,EAST
MED-0010,2024-01-01,0,EAST
MED-0010,2024-02-01,0,EAST
MED-0010,2024-03-01,0,EAST
MED-0010,2024-04-01,0,EAST
MED-0010,2024-05-01,0,EAST
MED-0010,2024-06-01,15,SOUTH
MED-0010,2024-07-01,0,EAST
MED-0010,2024-08-01,0,EAST
MED-0010,2024-09-01,0,SOUTH
MED-0010,2024-10-01,0,EAST
MED-0010,2024-11-01,0,SOUTH
MED-0010,2024-12-01,0,EAST
MED-0010,2025-01-01,0,EAST
MED-0010,2025-02-01,49,WEST
MED-0010,2025-03-01,0,SOUTH
MED-0010,2025-04-01,0,EAST
MED-0010,2025-05-01,0,EAST
MED-0010,2025-06-01,0,EAST
MED-0010,2025-07-01,0,NORTH
MED-0010,2025-08-01,0,EAST
MED-0010,2025-09-01,0,EAST
MED-0010,2025-10-01,0,EAST
MED-0010,2025-11-01,0,EAST
MED-0010,2025-12-01,0,CENTRAL
MED-0011,2022-01-01,0,NORTH
MED-0011,2022-02-01,0,NORTH
MED-0011,2022-03-01,0,NORTH
MED-0011,2022-04-01,0,WEST
MED-0011,2022-05-01,0,NORTH
MED-0011,2022-06-01,0,CENTRAL
MED-0011,2022-07-01,0,NORTH
MED-0011,2022-08-01,0,NORTH
MED-0011,2022-09-01,18,NORTH
MED-0011,2022-10-01,56,CENTRAL
MED-0011,2022-11-01,0,NORTH
MED-0011,2022-12-01,0,CENTRAL
MED-0011,2023-01-01,0,NORTH
MED-0011,2023-02-01,0,SOUTH
MED-0011,2023-03-01,0,NORTH
MED-0011,2023-04-01,8,NORTH
MED-0011,2023-05-01,0,NORTH
MED-0011,2023-06-01,0,NORTH
MED-0011,2023-07-01,0,CENTRAL
MED-0011,2023-08-01,0,NORTH
MED-0011,2023-09-01,0,NORTH
MED-0011,2023-10-01,0,NORTH
MED-0011,2023-11-01,11,NORTH
MED-0011,2023-12-01,0,NORTH
MED-0011,2024-01-01,0,NORTH
MED-0011,2024-02-01,0,SOUTH
MED-0011,2024-03-01,0,NORTH
MED-0011,2024-04-01,8,NORTH
MED-0011,2024-05-01,0,NORTH
MED-0011,2024-06-01,0,NORTH
MED-0011,2024-07-01,0,NORTH
MED-0011,2024-08-01,0,NORTH
MED-0011,2024-09-01,13,NORTH
MED-0011,2024-10-01,0,EAST
MED-0011,2024-11-01,0,NORTH
MED-0011,2024-12-01,0,NORTH
MED-0011,2025-01-01,0,NORTH
MED-0011,2025-02-01,0,EAST
MED-0011,2025-03-01,0,NORTH
MED-0011,2025-04-01,0,NORTH
MED-0011,2025-05-01,0,NORTH
MED-0011,2025-06-01,0,CENTRAL
MED-0011,2025-07-01,0,NORTH
MED-0011,2025-08-01,0,CENTRAL
MED-0011,2025-09-01,0,CENTRAL
MED-0011,2025-10-01,0,NORTH
MED-0011,2025-11-01,0,NORTH
MED-0011,2025-12-01,0,CENTRAL
MED-0012,2024-01-01,0,WEST
MED-0012,2024-02-01,0,NORTH
MED-0012,2024-03-01,0,WEST
MED-0012,2024-04-01,0,WEST
MED-0012,2024-05-01,7,NORTH
MED-0012,2024-06-01,0,WEST
MED-0012,2024-07-01,4,WEST
MED-0012,2024-08-01,0,SOUTH
MED-0012,2024-09-01,0,NORTH
MED-0012,2024-10-01,0,EAST
MED-0012,2024-11-01,0,WEST
MED-0012,2024-12-01,0,NORTH
MED-0012,2025-01-01,0,NORTH
MED-0012,2025-02-01,0,NORTH
MED-0012,2025-03-01,0,NORTH
MED-0012,2025-04-01,0,EAST
MED-0012,2025-05-01,0,NORTH
MED-0012,2025-06-01,0,NORTH
MED-0012,2025-07-01,0,EAST
MED-0012,2025-08-01,24,NORTH
MED-0012,2025-09-01,0,NORTH
MED-0012,2025-10-01,0,NORTH
MED-0012,2025-11-01,0,WEST
MED-0012,2025-12-01,0,NORTH
MED-0013,2024-01-01,0,SOUTH
MED-0013,2024-02-01,0,SOUTH
MED-0013,2024-03-01,0,SOUTH
MED-0013,2024-04-01,0,SOUTH
MED-0013,2024-05-01,0,SOUTH
MED-0013,2024-06-01,6,CENTRAL
MED-0013,2024-07-01,0,SOUTH
MED-0013,2024-08-01,11,CENTRAL
MED-0013,2024-09-01,0,EAST
MED-0013,2024-10-01,0,WEST
MED-0013,2024-11-01,0,SOUTH
MED-0013,2024-12-01,0,WEST
MED-0013,2025-01-01,0,SOUTH
MED-0013,2025-02-01,0,EAST
MED-0013,2025-03-01,0,SOUTH
MED-0013,2025-04-01,0,SOUTH
MED-0013,2025-05-01,0,SOUTH
MED-0013,2025-06-01,0,SOUTH
MED-0013,2025-07-01,0,SOUTH
MED-0013,2025-08-01,0,SOUTH
MED-0013,2025-09-01,39,SOUTH
MED-0013,2025-10-01,4,SOUTH
MED-0013,2025-11-01,0,SOUTH
MED-0013,2025-12-01,0,SOUTH
MED-0014,2022-01-01,1,SOUTH
MED-0014,2022-02-01,4,EAST
MED-0014,2022-03-01,1,WEST
MED-0014,2022-04-01,5,WEST
MED-0014,2022-05-01,3,WEST
MED-0014,2022-06-01,2,WEST
MED-0014,2022-07-01,3,WEST
MED-0014,2022-08-01,4,WEST
MED-0014,2022-09-01,3,WEST
MED-0014,2022-10-01,4,WEST
MED-0014,2022-11-01,5,EAST
MED-0014,2022-12-01,2,CENTRAL
MED-0014,2023-01-01,1,WEST
MED-0014,2023-02-01,2,WEST
MED-0014,2023-03-01,3,WEST
MED-0014,2023-04-01,4,WEST
MED-0014,2023-05-01,2,EAST
MED-0014,2023-06-01,3,WEST
MED-0014,2023-07-01,4,WEST
MED-0014,2023-08-01,4,CENTRAL
MED-0014,2023-09-01,4,WEST
MED-0014,2023-10-01,2,WEST
MED-0014,2023-11-01,4,EAST
MED-0014,2023-12-01,5,NORTH
MED-0014,2024-01-01,4,SOUTH
MED-0014,2024-02-01,5,WEST
MED-0014,2024-03-01,2,SOUTH
MED-0014,2024-04-01,11,CENTRAL
MED-0014,2024-05-01,5,WEST
MED-0014,2024-06-01,3,WEST
MED-0014,2024-07-01,5,WEST
MED-0014,2024-08-01,1,WEST
MED-0014,2024-09-01,4,WEST
MED-0014,2024-10-01,2,SOUTH
MED-0014,2024-11-01,1,WEST
MED-0014,2024-12-01,5,WEST
MED-0014,2025-01-01,2,NORTH
MED-0014,2025-02-01,2,WEST
MED-0014,2025-03-01,3,WEST
MED-0014,2025-04-01,4,WEST
MED-0014,2025-05-01,0,WEST
MED-0014,2025-06-01,5,WEST
MED-0014,2025-07-01,4,WEST
MED-0014,2025-08-01,1,WEST
MED-0014,2025-09-01,2,WEST
MED-0014,2025-10-01,5,SOUTH
MED-0014,2025-11-01,3,EAST
MED-0014,2025-12-01,2,WEST
MED-0015,2022-01-01,0,NORTH
MED-0015,2022-02-01,0,NORTH
MED-0015,2022-03-01,0,NORTH
MED-0015,2022-04-01,0,NORTH
MED-0015,2022-05-01,0,NORTH
MED-0015,2022-06-01,0,CENTRAL
MED-0015,2022-07-01,15,SOUTH
MED-0015,2022-08-01,0,NORTH
MED-0015,2022-09-01,5,NORTH
MED-0015,2022-10-01,0,SOUTH
MED-0015,2022-11-01,0,WEST
MED-0015,2022-12-01,0,NORTH
MED-0015,2023-01-01,0,EAST
MED-0015,2023-02-01,0,NORTH
MED-0015,2023-03-01,0,EAST
MED-0015,2023-04-01,9,NORTH
MED-0015,2023-05-01,0,NORTH
MED-0015,2023-06-01,0,NORTH
MED-0015,2023-07-01,0,NORTH
MED-0015,2023-08-01,13,NORTH
MED-0015,2023-09-01,0,NORTH
MED-0015,2023-10-01,0,NORTH
MED-0015,2023-11-01,0,NORTH
MED-0015,2023-12-01,0,NORTH
MED-0015,2024-01-01,0,NORTH
MED-0015,2024-02-01,0,NORTH
MED-0015,2024-03-01,10,NORTH
MED-0015,2024-04-01,0,SOUTH
MED-0015,2024-05-01,0,NORTH
MED-0015,2024-06-01,0,NORTH
MED-0015,2024-07-01,0,NORTH
MED-0015,2024-08-01,0,NORTH
MED-0015,2024-09-01,0,NORTH
MED-0015,2024-10-01,0,NORTH
MED-0015,2024-11-01,0,WEST
MED-0015,2024-12-01,0,NORTH
MED-0015,2025-01-01,0,SOUTH
MED-0015,2025-02-01,0,NORTH
MED-0015,2025-03-01,0,NORTH
MED-0015,2025-04-01,0,NORTH
MED-0015,2025-05-01,0,NORTH
MED-0015,2025-06-01,0,NORTH
MED-0015,2025-07-01,0,NORTH
MED-0015,2025-08-01,42,NORTH
MED-0015,2025-09-01,0,NORTH
MED-0015,2025-10-01,19,EAST
MED-0015,2025-11-01,0,NORTH
MED-0015,2025-12-01,0,NORTH
MED-0016,2022-07-01,0,CENTRAL
MED-0016,2022-08-01,0,CENTRAL
MED-0016,2022-09-01,0,CENTRAL
MED-0016,2022-10-01,0,CENTRAL
MED-0016,2022-11-01,0,CENTRAL
MED-0016,2022-12-01,0,CENTRAL
MED-0016,2023-01-01,0,CENTRAL
MED-0016,2023-02-01,0,CENTRAL
MED-0016,2023-03-01,0,CENTRAL
MED-0016,2023-04-01,5,NORTH
MED-0016,2023-05-01,0,WEST
MED-0016,2023-06-01,0,SOUTH
MED-0016,2023-07-01,0,CENTRAL
MED-0016,2023-08-01,0,CENTRAL
MED-0016,2023-09-01,0,CENTRAL
MED-0016,2023-10-01,0,CENTRAL
MED-0016,2023-11-01,0,CENTRAL
MED-0016,2023-12-01,0,CENTRAL
MED-0016,2024-01-01,8,EAST
MED-0016,2024-02-01,0,CENTRAL
MED-0016,2024-03-01,0,CENTRAL
MED-0016,2024-04-01,0,CENTRAL
MED-0016,2024-05-01,10,NORTH
MED-0016,2024-06-01,0,CENTRAL
MED-0016,2024-07-01,0,CENTRAL
MED-0016,2024-08-01,0,CENTRAL
MED-0016,2024-09-01,0,CENTRAL
MED-0016,2024-10-01,0,CENTRAL
MED-0016,2024-11-01,0,SOUTH
MED-0016,2024-12-01,12,CENTRAL
MED-0016,2025-01-01,0,CENTRAL
MED-0016,2025-02-01,0,CENTRAL
MED-0016,2025-03-01,0,CENTRAL
MED-0016,2025-04-01,0,SOUTH
MED-0016,2025-05-01,33,WEST
MED-0016,2025-06-01,0,CENTRAL
MED-0016,2025-07-01,8,CENTRAL
MED-0016,2025-08-01,0,CENTRAL
MED-0016,2025-09-01,0,WEST
MED-0016,2025-10-01,0,CENTRAL
MED-0016,2025-11-01,0,CENTRAL
MED-0016,2025-12-01,0,CENTRAL
MED-0017,2024-01-01,3,WEST
MED-0017,2024-02-01,4,WEST
MED-0017,2024-03-01,3,WEST
MED-0017,2024-04-01,2,WEST
MED-0017,2024-05-01,2,EAST
MED-0017,2024-06-01,16,WEST
MED-0017,2024-07-01,5,WEST
MED-0017,2024-08-01,5,WEST
MED-0017,2024-09-01,3,NORTH
MED-0017,2024-10-01,1,CENTRAL
MED-0017,2024-11-01,1,WEST
MED-0017,2024-12-01,6,SOUTH
MED-0017,2025-01-01,3,WEST
MED-0017,2025-02-01,5,EAST
MED-0017,2025-03-01,3,WEST
MED-0017,2025-04-01,3,WEST
MED-0017,2025-05-01,2,WEST
MED-0017,2025-06-01,4,WEST
MED-0017,2025-07-01,5,WEST
MED-0017,2025-08-01,4,WEST
MED-0017,2025-09-01,4,WEST
MED-0017,2025-10-01,3,WEST
MED-0017,2025-11-01,4,WEST
MED-0017,2025-12-01,5,WEST
MED-0018,2022-01-01,2,EAST
MED-0018,2022-02-01,5,EAST
MED-0018,2022-03-01,3,EAST
MED-0018,2022-04-01,7,EAST
MED-0018,2022-05-01,8,EAST
MED-0018,2022-06-01,9,EAST
MED-0018,2022-07-01,2,EAST
MED-0018,2022-08-01,3,EAST
MED-0018,2022-09-01,3,WEST
MED-0018,2022-10-01,4,NORTH
MED-0018,2022-11-01,5,SOUTH
MED-0018,2022-12-01,3,EAST
MED-0018,2023-01-01,3,EAST
MED-0018,2023-02-01,16,EAST
MED-0018,2023-03-01,7,WEST
MED-0018,2023-04-01,4,EAST
MED-0018,2023-05-01,6,CENTRAL
MED-0018,2023-06-01,5,EAST
MED-0018,2023-07-01,9,EAST
MED-0018,2023-08-01,4,EAST
MED-0018,2023-09-01,3,EAST
MED-0018,2023-10-01,3,EAST
MED-0018,2023-11-01,2,EAST
MED-0018,2023-12-01,5,CENTRAL
MED-0018,2024-01-01,1,EAST
MED-0018,2024-02-01,1,EAST
MED-0018,2024-03-01,5,SOUTH
MED-0018,2024-04-01,2,EAST
MED-0018,2024-05-01,11,NORTH
MED-0018,2024-06-01,4,EAST
MED-0018,2024-07-01,4,SOUTH
MED-0018,2024-08-01,3,EAST
MED-0018,2024-09-01,5,EAST
MED-0018,2024-10-01,1,EAST
MED-0018,2024-11-01,2,EAST
MED-0018,2024-12-01,4,EAST
MED-0018,2025-01-01,2,EAST
MED-0018,2025-02-01,0,WEST
MED-0018,2025-03-01,5,EAST
MED-0018,2025-04-01,5,SOUTH
MED-0018,2025-05-01,6,EAST
MED-0018,2025-06-01,3,EAST
MED-0018,2025-07-01,3,EAST
